* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -10,0 dBFS, at 96000 Hz
* Dated: 25.2.2020 15:19:21
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: impedanca bass
* Measurement: nov zvocnik
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
24800.170 40.681 57.396
24800.537 40.681 57.396
24800.904 40.682 57.396
24801.270 40.683 57.395
24801.635 40.684 57.393
24802.002 40.684 57.392
24802.369 40.683 57.391
24802.734 40.683 57.391
24803.100 40.683 57.393
24803.467 40.683 57.394
24803.834 40.685 57.395
24804.199 40.686 57.395
24804.564 40.688 57.394
24804.932 40.688 57.392
24805.299 40.688 57.392
24805.664 40.687 57.393
24806.029 40.687 57.395
24806.396 40.688 57.396
24806.764 40.689 57.397
24807.129 40.690 57.396
24807.494 40.690 57.396
24807.861 40.689 57.396
24808.229 40.688 57.397
24808.594 40.688 57.400
24808.959 40.690 57.403
24809.326 40.692 57.404
24809.693 40.694 57.403
24810.059 40.695 57.400
24810.424 40.694 57.397
24810.791 40.693 57.396
24811.158 40.692 57.397
24811.523 40.691 57.399
24811.889 40.692 57.400
24812.256 40.693 57.400
24812.623 40.694 57.398
24812.988 40.694 57.397
24813.354 40.694 57.396
24813.721 40.693 57.396
24814.088 40.693 57.397
24814.453 40.693 57.398
24814.818 40.694 57.400
24815.186 40.695 57.400
24815.553 40.697 57.400
24815.918 40.697 57.399
24816.283 40.697 57.399
24816.650 40.697 57.399
24817.018 40.697 57.401
24817.383 40.698 57.402
24817.748 40.699 57.402
24818.115 40.700 57.402
24818.482 40.701 57.400
24818.848 40.700 57.399
24819.213 40.699 57.399
24819.580 40.698 57.400
24819.947 40.698 57.401
24820.312 40.698 57.401
24820.678 40.698 57.401
24821.045 40.698 57.402
24821.412 40.699 57.403
24821.777 40.699 57.404
24822.143 40.701 57.405
24822.510 40.703 57.404
24822.877 40.704 57.402
24823.242 40.705 57.400
24823.607 40.705 57.398
24823.975 40.704 57.398
24824.342 40.704 57.398
24824.707 40.705 57.399
24825.072 40.705 57.399
24825.439 40.706 57.399
24825.807 40.707 57.400
24826.172 40.707 57.400
24826.537 40.708 57.401
24826.904 40.709 57.401
24827.271 40.710 57.400
24827.637 40.710 57.399
24828.002 40.709 57.399
24828.369 40.708 57.400
24828.736 40.707 57.403
24829.102 40.708 57.406
24829.467 40.709 57.407
24829.834 40.711 57.408
24830.201 40.712 57.408
24830.566 40.713 57.406
24830.932 40.714 57.405
24831.299 40.713 57.404
24831.666 40.713 57.403
24832.031 40.713 57.402
24832.396 40.712 57.402
24832.764 40.712 57.403
24833.131 40.712 57.403
24833.496 40.712 57.404
24833.861 40.713 57.405
24834.229 40.714 57.406
24834.596 40.716 57.407
24834.961 40.717 57.407
24835.326 40.718 57.406
24835.693 40.720 57.405
24836.061 40.720 57.404
24836.426 40.721 57.403
24836.791 40.721 57.401
24837.158 40.721 57.400
24837.525 40.720 57.400
24837.891 40.718 57.400
24838.256 40.717 57.402
24838.623 40.717 57.405
24838.990 40.718 57.407
24839.355 40.720 57.409
24839.721 40.722 57.408
24840.088 40.724 57.406
24840.455 40.724 57.403
24840.820 40.723 57.400
24841.186 40.721 57.400
24841.553 40.720 57.401
24841.920 40.719 57.403
24842.285 40.720 57.405
24842.650 40.722 57.405
24843.018 40.723 57.404
24843.385 40.724 57.403
24843.750 40.724 57.402
24844.115 40.724 57.403
24844.482 40.725 57.404
24844.850 40.727 57.405
24845.215 40.729 57.404
24845.580 40.730 57.401
24845.947 40.730 57.399
24846.314 40.729 57.398
24846.680 40.728 57.399
24847.045 40.728 57.401
24847.412 40.728 57.402
24847.779 40.729 57.403
24848.145 40.730 57.403
24848.510 40.730 57.404
24848.877 40.730 57.405
24849.244 40.730 57.406
24849.609 40.731 57.408
24849.975 40.733 57.408
24850.342 40.735 57.407
24850.709 40.735 57.405
24851.074 40.735 57.404
24851.439 40.735 57.403
24851.807 40.734 57.402
24852.174 40.734 57.403
24852.539 40.734 57.403
24852.904 40.734 57.403
24853.271 40.734 57.404
24853.639 40.734 57.405
24854.004 40.734 57.405
24854.369 40.735 57.406
24854.736 40.736 57.406
24855.104 40.737 57.406
24855.469 40.737 57.406
24855.834 40.737 57.407
24856.201 40.738 57.407
24856.568 40.739 57.408
24856.934 40.739 57.408
24857.299 40.740 57.407
24857.666 40.740 57.406
24858.033 40.739 57.406
24858.398 40.739 57.407
24858.764 40.738 57.408
24859.131 40.739 57.409
24859.498 40.739 57.409
24859.863 40.739 57.410
24860.229 40.740 57.410
24860.596 40.740 57.411
24860.963 40.741 57.411
24861.328 40.742 57.410
24861.693 40.743 57.409
24862.061 40.744 57.408
24862.428 40.744 57.407
24862.793 40.744 57.407
24863.158 40.745 57.406
24863.525 40.745 57.405
24863.893 40.746 57.404
24864.258 40.745 57.403
24864.623 40.745 57.403
24864.990 40.745 57.404
24865.357 40.745 57.405
24865.723 40.747 57.406
24866.088 40.748 57.405
24866.455 40.748 57.404
24866.822 40.748 57.402
24867.188 40.747 57.402
24867.553 40.746 57.402
24867.920 40.746 57.404
24868.287 40.746 57.406
24868.652 40.746 57.407
24869.018 40.748 57.408
24869.385 40.749 57.408
24869.752 40.750 57.407
24870.117 40.751 57.406
24870.482 40.751 57.405
24870.850 40.751 57.404
24871.217 40.751 57.404
24871.582 40.750 57.404
24871.947 40.750 57.405
24872.314 40.750 57.406
24872.682 40.751 57.407
24873.047 40.752 57.408
24873.412 40.754 57.409
24873.779 40.755 57.409
24874.146 40.756 57.408
24874.512 40.757 57.407
24874.877 40.757 57.406
24875.244 40.757 57.406
24875.611 40.757 57.407
24875.977 40.758 57.407
24876.342 40.758 57.407
24876.709 40.758 57.407
24877.076 40.758 57.407
24877.441 40.757 57.408
24877.807 40.757 57.410
24878.174 40.758 57.412
24878.541 40.760 57.412
24878.906 40.761 57.412
24879.271 40.762 57.410
24879.639 40.762 57.408
24880.006 40.761 57.407
24880.371 40.760 57.407
24880.736 40.760 57.408
24881.104 40.760 57.410
24881.471 40.761 57.411
24881.836 40.762 57.411
24882.201 40.763 57.411
24882.568 40.764 57.410
24882.936 40.765 57.410
24883.301 40.765 57.409
24883.666 40.765 57.410
24884.033 40.765 57.411
24884.400 40.766 57.412
24884.766 40.767 57.413
24885.131 40.768 57.412
24885.498 40.769 57.412
24885.865 40.769 57.412
24886.230 40.769 57.413
24886.596 40.769 57.414
24886.963 40.770 57.415
24887.330 40.771 57.415
24887.695 40.772 57.415
24888.061 40.772 57.414
24888.428 40.772 57.415
24888.795 40.772 57.416
24889.160 40.773 57.417
24889.525 40.774 57.417
24889.893 40.776 57.415
24890.260 40.775 57.412
24890.625 40.774 57.409
24890.990 40.772 57.409
24891.357 40.770 57.411
24891.725 40.770 57.414
24892.090 40.771 57.415
24892.455 40.772 57.416
24892.822 40.773 57.415
24893.189 40.773 57.414
24893.555 40.773 57.414
24893.920 40.774 57.415
24894.287 40.774 57.415
24894.654 40.776 57.415
24895.020 40.777 57.415
24895.385 40.778 57.414
24895.752 40.779 57.412
24896.119 40.779 57.411
24896.484 40.779 57.410
24896.850 40.778 57.409
24897.217 40.777 57.410
24897.584 40.777 57.411
24897.949 40.777 57.413
24898.314 40.779 57.415
24898.682 40.781 57.415
24899.049 40.782 57.414
24899.414 40.783 57.412
24899.779 40.783 57.410
24900.146 40.782 57.410
24900.514 40.781 57.410
24900.879 40.781 57.411
24901.244 40.781 57.413
24901.611 40.782 57.415
24901.979 40.783 57.416
24902.344 40.784 57.417
24902.709 40.786 57.417
24903.076 40.787 57.416
24903.443 40.788 57.415
24903.809 40.788 57.414
24904.174 40.788 57.412
24904.541 40.788 57.411
24904.908 40.787 57.411
24905.273 40.786 57.412
24905.639 40.786 57.414
24906.006 40.787 57.415
24906.373 40.788 57.415
24906.738 40.789 57.414
24907.104 40.789 57.412
24907.471 40.788 57.412
24907.838 40.787 57.412
24908.203 40.787 57.415
24908.568 40.788 57.417
24908.936 40.789 57.418
24909.303 40.791 57.418
24909.668 40.792 57.417
24910.033 40.792 57.417
24910.400 40.792 57.417
24910.768 40.793 57.418
24911.133 40.794 57.418
24911.498 40.796 57.417
24911.865 40.796 57.415
24912.232 40.796 57.413
24912.598 40.794 57.413
24912.963 40.793 57.414
24913.330 40.793 57.417
24913.697 40.794 57.419
24914.062 40.796 57.420
24914.428 40.797 57.420
24914.795 40.798 57.420
24915.162 40.799 57.419
24915.527 40.800 57.418
24915.893 40.800 57.417
24916.260 40.799 57.416
24916.627 40.799 57.416
24916.992 40.798 57.417
24917.357 40.798 57.419
24917.725 40.798 57.421
24918.092 40.800 57.422
24918.457 40.802 57.422
24918.822 40.803 57.421
24919.189 40.804 57.420
24919.557 40.804 57.418
24919.922 40.804 57.417
24920.287 40.804 57.416
24920.654 40.804 57.415
24921.021 40.803 57.413
24921.387 40.802 57.413
24921.752 40.801 57.415
24922.119 40.801 57.417
24922.486 40.802 57.419
24922.852 40.804 57.420
24923.217 40.805 57.420
24923.584 40.806 57.418
24923.951 40.807 57.418
24924.316 40.807 57.417
24924.682 40.808 57.418
24925.049 40.809 57.418
24925.416 40.810 57.417
24925.781 40.810 57.415
24926.146 40.810 57.413
24926.514 40.808 57.412
24926.881 40.807 57.414
24927.246 40.806 57.416
24927.611 40.807 57.419
24927.979 40.808 57.421
24928.346 40.810 57.422
24928.711 40.812 57.422
24929.076 40.814 57.421
24929.443 40.814 57.419
24929.811 40.814 57.417
24930.176 40.813 57.416
24930.541 40.812 57.416
24930.908 40.811 57.417
24931.275 40.812 57.419
24931.641 40.813 57.420
24932.006 40.814 57.420
24932.373 40.814 57.418
24932.740 40.814 57.417
24933.105 40.813 57.417
24933.471 40.813 57.418
24933.838 40.813 57.420
24934.205 40.814 57.420
24934.570 40.815 57.420
24934.936 40.816 57.419
24935.303 40.816 57.418
24935.670 40.815 57.419
24936.035 40.816 57.421
24936.400 40.818 57.422
24936.768 40.820 57.421
24937.135 40.821 57.420
24937.500 40.821 57.418
24937.865 40.820 57.417
24938.232 40.820 57.417
24938.600 40.819 57.419
24938.965 40.820 57.421
24939.330 40.821 57.422
24939.697 40.823 57.422
24940.064 40.823 57.421
24940.430 40.824 57.421
24940.795 40.824 57.421
24941.162 40.824 57.421
24941.529 40.824 57.421
24941.895 40.824 57.421
24942.260 40.823 57.422
24942.627 40.823 57.423
24942.994 40.824 57.425
24943.359 40.825 57.426
24943.725 40.827 57.427
24944.092 40.828 57.425
24944.459 40.829 57.423
24944.824 40.828 57.421
24945.189 40.827 57.421
24945.557 40.827 57.422
24945.924 40.827 57.423
24946.289 40.829 57.423
24946.654 40.830 57.422
24947.021 40.830 57.419
24947.389 40.829 57.418
24947.754 40.827 57.418
24948.119 40.827 57.420
24948.486 40.827 57.423
24948.854 40.829 57.425
24949.219 40.831 57.425
24949.584 40.832 57.424
24949.951 40.833 57.422
24950.318 40.833 57.421
24950.684 40.832 57.422
24951.049 40.832 57.423
24951.416 40.833 57.424
24951.783 40.834 57.424
24952.148 40.835 57.424
24952.514 40.835 57.423
24952.881 40.835 57.423
24953.248 40.835 57.424
24953.613 40.836 57.425
24953.979 40.836 57.426
24954.346 40.837 57.426
24954.713 40.837 57.426
24955.078 40.838 57.426
24955.443 40.838 57.426
24955.811 40.838 57.427
24956.178 40.838 57.428
24956.543 40.840 57.429
24956.908 40.841 57.429
24957.275 40.843 57.428
24957.643 40.843 57.425
24958.008 40.843 57.424
24958.373 40.842 57.423
24958.740 40.841 57.424
24959.107 40.841 57.425
24959.473 40.842 57.426
24959.838 40.844 57.426
24960.205 40.844 57.424
24960.572 40.844 57.423
24960.938 40.842 57.423
24961.303 40.841 57.424
24961.670 40.841 57.427
24962.037 40.842 57.430
24962.402 40.844 57.431
24962.768 40.846 57.430
24963.135 40.847 57.429
24963.502 40.847 57.428
24963.867 40.847 57.428
24964.232 40.847 57.429
24964.600 40.848 57.428
24964.967 40.849 57.427
24965.332 40.849 57.425
24965.697 40.848 57.423
24966.064 40.846 57.423
24966.432 40.845 57.425
24966.797 40.845 57.428
24967.162 40.846 57.430
24967.529 40.848 57.431
24967.896 40.850 57.431
24968.262 40.851 57.429
24968.627 40.852 57.427
24968.994 40.853 57.426
24969.361 40.853 57.425
24969.727 40.853 57.424
24970.092 40.853 57.423
24970.459 40.852 57.424
24970.826 40.853 57.425
24971.191 40.854 57.426
24971.557 40.856 57.427
24971.924 40.857 57.425
24972.291 40.858 57.423
24972.656 40.857 57.420
24973.021 40.855 57.420
24973.389 40.854 57.422
24973.756 40.854 57.427
24974.121 40.856 57.430
24974.486 40.860 57.431
24974.854 40.863 57.428
24975.221 40.864 57.424
24975.586 40.862 57.420
24975.951 40.859 57.419
24976.318 40.857 57.421
24976.686 40.856 57.425
24977.051 40.858 57.429
24977.416 40.860 57.429
24977.783 40.861 57.428
24978.150 40.861 57.427
24978.516 40.861 57.426
24978.881 40.860 57.428
24979.248 40.861 57.429
24979.615 40.862 57.431
24979.980 40.863 57.430
24980.346 40.865 57.429
24980.713 40.865 57.428
24981.080 40.865 57.427
24981.445 40.865 57.427
24981.811 40.865 57.427
24982.178 40.865 57.426
24982.545 40.865 57.426
24982.910 40.864 57.427
24983.275 40.864 57.427
24983.643 40.864 57.429
24984.010 40.864 57.430
24984.375 40.865 57.431
24984.740 40.866 57.432
24985.107 40.867 57.433
24985.475 40.868 57.432
24985.840 40.869 57.432
24986.205 40.869 57.431
24986.572 40.870 57.430
24986.939 40.870 57.429
24987.305 40.870 57.428
24987.670 40.870 57.428
24988.037 40.871 57.427
24988.404 40.871 57.427
24988.770 40.871 57.426
24989.135 40.871 57.426
24989.502 40.871 57.426
24989.869 40.872 57.426
24990.234 40.873 57.426
24990.600 40.873 57.425
24990.967 40.873 57.424
24991.334 40.872 57.424
24991.699 40.872 57.425
24992.064 40.871 57.427
24992.432 40.872 57.429
24992.799 40.873 57.430
24993.164 40.874 57.430
24993.529 40.876 57.430
24993.896 40.876 57.428
24994.264 40.875 57.428
24994.629 40.874 57.428
24994.994 40.873 57.430
24995.361 40.874 57.433
24995.729 40.875 57.434
24996.094 40.876 57.435
24996.459 40.877 57.434
24996.826 40.878 57.433
24997.193 40.878 57.433
24997.559 40.879 57.432
24997.924 40.879 57.432
24998.291 40.880 57.432
24998.658 40.881 57.431
24999.023 40.881 57.431
24999.389 40.882 57.430
24999.756 40.882 57.429
25000.123 40.883 57.427
25000.488 40.882 57.427
25000.854 40.882 57.427
25001.221 40.882 57.428
25001.588 40.883 57.429
25001.953 40.884 57.430
25002.318 40.885 57.429
25002.686 40.885 57.429
25003.053 40.884 57.428
25003.418 40.883 57.430
25003.783 40.883 57.433
25004.150 40.884 57.436
25004.518 40.887 57.438
25004.883 40.889 57.437
25005.248 40.891 57.435
25005.615 40.890 57.432
25005.982 40.889 57.431
25006.348 40.887 57.432
25006.713 40.887 57.434
25007.080 40.888 57.436
25007.447 40.889 57.437
25007.812 40.890 57.436
25008.178 40.891 57.435
25008.545 40.891 57.435
25008.912 40.892 57.435
25009.277 40.893 57.435
25009.643 40.894 57.434
25010.010 40.895 57.431
25010.377 40.895 57.429
25010.742 40.894 57.428
25011.107 40.893 57.428
25011.475 40.894 57.429
25011.842 40.894 57.430
25012.207 40.895 57.430
25012.572 40.895 57.429
25012.939 40.895 57.429
25013.307 40.895 57.430
25013.672 40.895 57.432
25014.037 40.896 57.434
25014.404 40.898 57.434
25014.771 40.899 57.433
25015.137 40.899 57.430
25015.502 40.898 57.429
25015.869 40.897 57.430
25016.236 40.896 57.432
25016.602 40.897 57.434
25016.967 40.898 57.435
25017.334 40.900 57.434
25017.701 40.900 57.432
25018.066 40.899 57.431
25018.432 40.898 57.432
25018.799 40.898 57.433
25019.166 40.899 57.435
25019.531 40.902 57.435
25019.896 40.903 57.433
25020.264 40.904 57.430
25020.631 40.903 57.429
25020.996 40.902 57.429
25021.361 40.901 57.431
25021.729 40.903 57.434
25022.096 40.905 57.435
25022.461 40.907 57.434
25022.826 40.908 57.433
25023.193 40.908 57.433
25023.561 40.909 57.433
25023.926 40.909 57.433
25024.291 40.910 57.433
25024.658 40.910 57.433
25025.025 40.910 57.434
25025.391 40.909 57.435
25025.756 40.910 57.437
25026.123 40.911 57.439
25026.490 40.913 57.440
25026.855 40.914 57.438
25027.221 40.914 57.436
25027.588 40.913 57.435
25027.955 40.912 57.436
25028.320 40.912 57.437
25028.686 40.913 57.438
25029.053 40.914 57.437
25029.420 40.915 57.434
25029.785 40.914 57.431
25030.150 40.911 57.430
25030.518 40.909 57.432
25030.885 40.909 57.436
25031.250 40.911 57.439
25031.615 40.914 57.440
25031.982 40.916 57.438
25032.350 40.918 57.435
25032.715 40.918 57.431
25033.080 40.917 57.429
25033.447 40.915 57.429
25033.814 40.914 57.430
25034.180 40.914 57.432
25034.545 40.915 57.434
25034.912 40.916 57.435
25035.279 40.918 57.435
25035.645 40.919 57.434
25036.010 40.919 57.433
25036.377 40.918 57.433
25036.744 40.917 57.434
25037.109 40.916 57.437
25037.475 40.917 57.440
25037.842 40.919 57.442
25038.209 40.922 57.442
25038.574 40.923 57.440
25038.939 40.923 57.437
25039.307 40.922 57.436
25039.674 40.921 57.437
25040.039 40.920 57.439
25040.404 40.920 57.442
25040.771 40.922 57.443
25041.139 40.924 57.444
25041.504 40.926 57.443
25041.869 40.927 57.442
25042.236 40.928 57.440
25042.604 40.928 57.438
25042.969 40.928 57.437
25043.334 40.928 57.435
25043.701 40.927 57.434
25044.068 40.925 57.434
25044.434 40.925 57.435
25044.799 40.925 57.438
25045.166 40.926 57.439
25045.533 40.928 57.439
25045.898 40.929 57.439
25046.264 40.929 57.438
25046.631 40.929 57.437
25046.998 40.930 57.437
25047.363 40.930 57.438
25047.729 40.931 57.438
25048.096 40.931 57.439
25048.463 40.932 57.439
25048.828 40.932 57.439
25049.193 40.933 57.440
25049.561 40.934 57.441
25049.928 40.936 57.441
25050.293 40.937 57.440
25050.658 40.937 57.439
25051.025 40.937 57.438
25051.393 40.936 57.438
25051.758 40.935 57.439
25052.123 40.935 57.441
25052.490 40.935 57.442
25052.857 40.936 57.442
25053.223 40.936 57.443
25053.588 40.936 57.443
25053.955 40.935 57.444
25054.322 40.936 57.445
25054.688 40.936 57.446
25055.053 40.938 57.446
25055.420 40.939 57.446
25055.787 40.939 57.444
25056.152 40.939 57.443
25056.518 40.939 57.442
25056.885 40.939 57.443
25057.252 40.939 57.444
25057.617 40.941 57.444
25057.982 40.943 57.443
25058.350 40.944 57.440
25058.717 40.944 57.437
25059.082 40.943 57.435
25059.447 40.941 57.434
25059.814 40.939 57.436
25060.182 40.939 57.439
25060.547 40.940 57.442
25060.912 40.942 57.443
25061.279 40.944 57.443
25061.646 40.945 57.442
25062.012 40.946 57.441
25062.377 40.946 57.440
25062.744 40.946 57.440
25063.111 40.947 57.439
25063.477 40.946 57.437
25063.842 40.945 57.437
25064.209 40.944 57.438
25064.576 40.943 57.441
25064.941 40.943 57.444
25065.307 40.946 57.447
25065.674 40.949 57.448
25066.041 40.952 57.446
25066.406 40.954 57.443
25066.771 40.954 57.440
25067.139 40.953 57.437
25067.506 40.952 57.437
25067.871 40.951 57.438
25068.236 40.950 57.439
25068.604 40.950 57.442
25068.971 40.952 57.443
25069.336 40.953 57.445
25069.701 40.955 57.445
25070.068 40.957 57.443
25070.436 40.958 57.442
25070.801 40.958 57.440
25071.166 40.957 57.439
25071.533 40.956 57.439
25071.900 40.956 57.439
25072.266 40.955 57.440
25072.631 40.955 57.440
25072.998 40.954 57.441
25073.365 40.954 57.443
25073.730 40.954 57.445
25074.096 40.955 57.447
25074.463 40.958 57.448
25074.830 40.960 57.447
25075.195 40.961 57.444
25075.561 40.962 57.440
25075.928 40.960 57.438
25076.295 40.959 57.438
25076.660 40.957 57.439
25077.025 40.957 57.441
25077.393 40.958 57.443
25077.760 40.960 57.444
25078.125 40.961 57.444
25078.490 40.962 57.443
25078.857 40.962 57.443
25079.225 40.963 57.443
25079.590 40.964 57.443
25079.955 40.964 57.443
25080.322 40.964 57.443
25080.689 40.965 57.444
25081.055 40.965 57.444
25081.420 40.966 57.445
25081.787 40.966 57.445
25082.154 40.967 57.445
25082.520 40.968 57.445
25082.885 40.969 57.444
25083.252 40.969 57.443
25083.619 40.970 57.442
25083.984 40.969 57.440
25084.350 40.968 57.438
25084.717 40.966 57.438
25085.084 40.965 57.440
25085.449 40.965 57.444
25085.814 40.966 57.447
25086.182 40.969 57.448
25086.549 40.972 57.446
25086.914 40.973 57.443
25087.279 40.973 57.440
25087.646 40.972 57.439
25088.014 40.971 57.440
25088.379 40.971 57.441
25088.744 40.971 57.442
25089.111 40.972 57.443
25089.479 40.972 57.443
25089.844 40.972 57.443
25090.209 40.972 57.444
25090.576 40.973 57.445
25090.943 40.974 57.446
25091.309 40.975 57.447
25091.674 40.975 57.447
25092.041 40.976 57.446
25092.408 40.976 57.446
25092.773 40.977 57.446
25093.139 40.977 57.446
25093.506 40.977 57.446
25093.873 40.977 57.446
25094.238 40.976 57.446
25094.604 40.976 57.448
25094.971 40.977 57.449
25095.338 40.978 57.451
25095.703 40.981 57.451
25096.068 40.982 57.450
25096.436 40.983 57.448
25096.803 40.984 57.447
25097.168 40.983 57.446
25097.533 40.983 57.446
25097.900 40.983 57.447
25098.268 40.983 57.447
25098.633 40.984 57.448
25098.998 40.985 57.448
25099.365 40.985 57.449
25099.732 40.986 57.449
25100.098 40.986 57.448
25100.463 40.986 57.448
25100.830 40.986 57.449
25101.197 40.986 57.450
25101.562 40.986 57.452
25101.928 40.988 57.453
25102.295 40.990 57.452
25102.662 40.990 57.450
25103.027 40.990 57.448
25103.393 40.989 57.447
25103.760 40.988 57.447
25104.127 40.988 57.448
25104.492 40.989 57.449
25104.857 40.990 57.449
25105.225 40.990 57.447
25105.592 40.990 57.445
25105.957 40.989 57.445
25106.322 40.988 57.446
25106.689 40.989 57.447
25107.057 40.990 57.448
25107.422 40.991 57.448
25107.787 40.992 57.448
25108.154 40.992 57.448
25108.521 40.992 57.448
25108.887 40.993 57.448
25109.252 40.994 57.449
25109.619 40.995 57.450
25109.986 40.996 57.450
25110.352 40.997 57.450
25110.717 40.998 57.449
25111.084 40.999 57.449
25111.451 40.999 57.447
25111.816 40.999 57.446
25112.182 40.998 57.445
25112.549 40.997 57.445
25112.916 40.996 57.446
25113.281 40.996 57.448
25113.646 40.996 57.449
25114.014 40.997 57.450
25114.381 40.997 57.450
25114.746 40.998 57.450
25115.111 40.998 57.450
25115.479 40.998 57.450
25115.846 40.998 57.451
25116.211 40.999 57.451
25116.576 41.000 57.451
25116.943 41.001 57.450
25117.311 41.001 57.449
25117.676 41.001 57.449
25118.041 41.001 57.449
25118.408 41.001 57.450
25118.775 41.003 57.451
25119.141 41.004 57.450
25119.506 41.005 57.449
25119.873 41.006 57.447
25120.240 41.006 57.447
25120.605 41.005 57.447
25120.971 41.005 57.448
25121.338 41.006 57.448
25121.705 41.007 57.448
25122.070 41.007 57.447
25122.436 41.006 57.447
25122.803 41.005 57.449
25123.170 41.005 57.453
25123.535 41.007 57.456
25123.900 41.010 57.456
25124.268 41.012 57.454
25124.635 41.013 57.451
25125.000 41.011 57.448
25125.365 41.009 57.448
25125.732 41.008 57.451
25126.100 41.008 57.454
25126.465 41.010 57.457
25126.830 41.012 57.457
25127.197 41.014 57.455
25127.564 41.014 57.453
25127.930 41.014 57.451
25128.295 41.013 57.450
25128.662 41.012 57.451
25129.029 41.011 57.452
25129.395 41.011 57.454
25129.760 41.012 57.456
25130.127 41.014 57.457
25130.494 41.016 57.456
25130.859 41.017 57.455
25131.225 41.017 57.454
25131.592 41.017 57.452
25131.959 41.017 57.452
25132.324 41.018 57.451
25132.689 41.018 57.450
25133.057 41.018 57.449
25133.424 41.018 57.448
25133.789 41.017 57.448
25134.154 41.017 57.448
25134.521 41.017 57.449
25134.889 41.018 57.449
25135.254 41.019 57.449
25135.619 41.019 57.448
25135.986 41.019 57.447
25136.354 41.018 57.448
25136.719 41.019 57.449
25137.084 41.020 57.451
25137.451 41.022 57.451
25137.818 41.023 57.450
25138.184 41.024 57.449
25138.549 41.024 57.447
25138.916 41.023 57.447
25139.283 41.022 57.448
25139.648 41.023 57.450
25140.014 41.024 57.452
25140.381 41.026 57.452
25140.748 41.027 57.452
25141.113 41.027 57.451
25141.479 41.026 57.451
25141.846 41.026 57.452
25142.213 41.027 57.453
25142.578 41.028 57.454
25142.943 41.028 57.454
25143.311 41.029 57.454
25143.678 41.029 57.453
25144.043 41.029 57.454
25144.408 41.029 57.454
25144.775 41.030 57.454
25145.143 41.031 57.454
25145.508 41.031 57.452
25145.873 41.031 57.451
25146.240 41.030 57.451
25146.607 41.029 57.452
25146.973 41.030 57.454
25147.338 41.031 57.455
25147.705 41.032 57.455
25148.072 41.033 57.454
25148.438 41.034 57.453
25148.803 41.034 57.453
25149.170 41.034 57.452
25149.537 41.035 57.452
25149.902 41.035 57.452
25150.268 41.035 57.453
25150.635 41.036 57.453
25151.002 41.036 57.453
25151.367 41.037 57.453
25151.732 41.037 57.453
25152.100 41.037 57.453
25152.467 41.037 57.454
25152.832 41.037 57.455
25153.197 41.037 57.457
25153.564 41.038 57.458
25153.932 41.039 57.459
25154.297 41.040 57.458
25154.662 41.041 57.457
25155.029 41.040 57.456
25155.396 41.039 57.456
25155.762 41.039 57.456
25156.127 41.039 57.457
25156.494 41.039 57.457
25156.861 41.040 57.456
25157.227 41.039 57.456
25157.592 41.039 57.456
25157.959 41.039 57.457
25158.326 41.040 57.458
25158.691 41.042 57.457
25159.057 41.043 57.455
25159.424 41.043 57.453
25159.791 41.042 57.452
25160.156 41.041 57.452
25160.521 41.042 57.454
25160.889 41.042 57.455
25161.256 41.044 57.455
25161.621 41.045 57.455
25161.986 41.045 57.454
25162.354 41.044 57.455
25162.721 41.045 57.457
25163.086 41.046 57.460
25163.451 41.048 57.460
25163.818 41.050 57.460
25164.186 41.051 57.458
25164.551 41.051 57.457
25164.916 41.051 57.456
25165.283 41.051 57.456
25165.650 41.051 57.457
25166.016 41.052 57.456
25166.381 41.052 57.455
25166.748 41.051 57.454
25167.115 41.050 57.454
25167.480 41.049 57.455
25167.846 41.049 57.456
25168.213 41.050 57.456
25168.580 41.050 57.456
25168.945 41.050 57.456
25169.311 41.050 57.456
25169.678 41.050 57.457
25170.045 41.051 57.458
25170.410 41.053 57.459
25170.775 41.054 57.458
25171.143 41.055 57.457
25171.510 41.055 57.457
25171.875 41.055 57.458
25172.240 41.056 57.459
25172.607 41.058 57.460
25172.975 41.060 57.459
25173.340 41.061 57.456
25173.705 41.061 57.454
25174.072 41.060 57.453
25174.439 41.059 57.454
25174.805 41.058 57.455
25175.170 41.058 57.456
25175.537 41.058 57.457
25175.904 41.058 57.458
25176.270 41.058 57.459
25176.635 41.058 57.461
25177.002 41.059 57.463
25177.369 41.061 57.464
25177.734 41.063 57.463
25178.100 41.065 57.460
25178.467 41.065 57.457
25178.834 41.064 57.455
25179.199 41.062 57.455
25179.564 41.062 57.456
25179.932 41.062 57.457
25180.299 41.063 57.458
25180.664 41.063 57.458
25181.029 41.064 57.458
25181.396 41.065 57.459
25181.764 41.066 57.459
25182.129 41.067 57.459
25182.494 41.068 57.458
25182.861 41.069 57.457
25183.229 41.069 57.456
25183.594 41.068 57.456
25183.959 41.067 57.458
25184.326 41.068 57.460
25184.693 41.069 57.462
25185.059 41.071 57.463
25185.424 41.073 57.462
25185.791 41.074 57.460
25186.158 41.073 57.458
25186.523 41.072 57.457
