* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -10,0 dBFS, at 96000 Hz
* Dated: 25.2.2020 15:19:21
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: impedanca bass
* Measurement: nov zvocnik
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
3960.938 12.730 54.170
3961.304 12.731 54.171
3961.670 12.731 54.172
3962.036 12.732 54.172
3962.402 12.733 54.172
3962.769 12.734 54.173
3963.135 12.734 54.174
3963.501 12.735 54.175
3963.867 12.736 54.176
3964.233 12.736 54.177
3964.600 12.737 54.177
3964.966 12.738 54.176
3965.332 12.739 54.175
3965.698 12.739 54.174
3966.064 12.740 54.175
3966.431 12.740 54.177
3966.797 12.741 54.179
3967.163 12.742 54.181
3967.529 12.743 54.182
3967.896 12.744 54.184
3968.262 12.745 54.185
3968.628 12.746 54.187
3968.994 12.747 54.188
3969.360 12.748 54.189
3969.727 12.749 54.188
3970.093 12.750 54.186
3970.459 12.750 54.186
3970.825 12.750 54.188
3971.191 12.751 54.192
3971.558 12.752 54.196
3971.924 12.753 54.198
3972.290 12.754 54.198
3972.656 12.755 54.197
3973.022 12.755 54.197
3973.389 12.755 54.198
3973.755 12.756 54.201
3974.121 12.756 54.204
3974.487 12.757 54.206
3974.854 12.759 54.206
3975.220 12.759 54.206
3975.586 12.760 54.206
3975.952 12.761 54.208
3976.318 12.762 54.210
3976.685 12.763 54.212
3977.051 12.764 54.211
3977.417 12.765 54.209
3977.783 12.766 54.207
3978.149 12.767 54.205
3978.516 12.767 54.205
3978.882 12.767 54.207
3979.248 12.768 54.210
3979.614 12.769 54.212
3979.980 12.770 54.213
3980.347 12.771 54.214
3980.713 12.772 54.215
3981.079 12.772 54.216
3981.445 12.773 54.218
3981.812 12.774 54.220
3982.178 12.775 54.221
3982.544 12.776 54.222
3982.910 12.776 54.222
3983.276 12.777 54.223
3983.643 12.777 54.224
3984.009 12.778 54.226
3984.375 12.779 54.228
3984.741 12.780 54.231
3985.107 12.781 54.232
3985.474 12.782 54.231
3985.840 12.783 54.230
3986.206 12.784 54.229
3986.572 12.784 54.228
3986.938 12.785 54.228
3987.305 12.785 54.229
3987.671 12.785 54.230
3988.037 12.786 54.231
3988.403 12.787 54.233
3988.770 12.788 54.234
3989.136 12.788 54.235
3989.502 12.789 54.236
3989.868 12.790 54.238
3990.234 12.791 54.240
3990.601 12.792 54.242
3990.967 12.793 54.243
3991.333 12.794 54.244
3991.699 12.795 54.244
3992.065 12.795 54.244
3992.432 12.796 54.245
3992.798 12.796 54.247
3993.164 12.797 54.249
3993.530 12.798 54.250
3993.896 12.799 54.251
3994.263 12.800 54.250
3994.629 12.801 54.249
3994.995 12.801 54.249
3995.361 12.801 54.250
3995.728 12.802 54.253
3996.094 12.802 54.257
3996.460 12.803 54.259
3996.826 12.804 54.261
3997.192 12.805 54.263
3997.559 12.807 54.265
3997.925 12.808 54.266
3998.291 12.809 54.266
3998.657 12.810 54.265
3999.023 12.811 54.263
3999.390 12.811 54.261
3999.756 12.811 54.261
4000.122 12.812 54.264
4000.488 12.812 54.267
4000.854 12.814 54.270
4001.221 12.815 54.271
4001.587 12.816 54.270
4001.953 12.817 54.269
4002.319 12.817 54.269
4002.686 12.817 54.271
4003.052 12.818 54.274
4003.418 12.819 54.276
4003.784 12.821 54.278
4004.150 12.822 54.277
4004.517 12.823 54.275
4004.883 12.823 54.273
4005.249 12.823 54.273
4005.615 12.824 54.276
4005.981 12.824 54.279
4006.348 12.825 54.283
4006.714 12.827 54.285
4007.080 12.828 54.285
4007.446 12.829 54.284
4007.812 12.830 54.282
4008.179 12.831 54.282
4008.545 12.831 54.283
4008.911 12.832 54.284
4009.277 12.833 54.284
4009.644 12.834 54.284
4010.010 12.834 54.284
4010.376 12.834 54.286
4010.742 12.835 54.289
4011.108 12.836 54.293
4011.475 12.837 54.296
4011.841 12.838 54.297
4012.207 12.840 54.296
4012.573 12.840 54.294
4012.939 12.841 54.294
4013.306 12.841 54.295
4013.672 12.842 54.298
4014.038 12.842 54.301
4014.404 12.844 54.303
4014.771 12.845 54.303
4015.137 12.846 54.301
4015.503 12.846 54.300
4015.869 12.846 54.300
4016.235 12.847 54.301
4016.602 12.847 54.304
4016.968 12.848 54.306
4017.334 12.849 54.307
4017.700 12.850 54.308
4018.066 12.850 54.309
4018.433 12.851 54.310
4018.799 12.852 54.310
4019.165 12.853 54.310
4019.531 12.854 54.309
4019.897 12.855 54.307
4020.264 12.856 54.306
4020.630 12.856 54.307
4020.996 12.856 54.309
4021.362 12.857 54.311
4021.729 12.858 54.314
4022.095 12.859 54.316
4022.461 12.860 54.317
4022.827 12.861 54.319
4023.193 12.862 54.320
4023.560 12.863 54.321
4023.926 12.864 54.321
4024.292 12.865 54.322
4024.658 12.865 54.323
4025.024 12.866 54.325
4025.391 12.867 54.326
4025.757 12.868 54.327
4026.123 12.869 54.326
4026.489 12.870 54.326
4026.855 12.870 54.326
4027.222 12.870 54.327
4027.588 12.871 54.329
4027.954 12.872 54.331
4028.320 12.873 54.333
4028.687 12.874 54.334
4029.053 12.875 54.335
4029.419 12.876 54.335
4029.785 12.877 54.335
4030.151 12.878 54.335
4030.518 12.879 54.335
4030.884 12.879 54.334
4031.250 12.880 54.334
4031.616 12.880 54.335
4031.982 12.881 54.337
4032.349 12.882 54.339
4032.715 12.883 54.341
4033.081 12.884 54.341
4033.447 12.885 54.341
4033.813 12.886 54.341
4034.180 12.887 54.341
4034.546 12.887 54.343
4034.912 12.888 54.345
4035.278 12.889 54.346
4035.645 12.890 54.348
4036.011 12.891 54.348
4036.377 12.892 54.349
4036.743 12.893 54.350
4037.109 12.894 54.350
4037.476 12.895 54.350
4037.842 12.896 54.349
4038.208 12.896 54.349
4038.574 12.897 54.350
4038.940 12.897 54.352
4039.307 12.898 54.354
4039.673 12.899 54.356
4040.039 12.900 54.356
4040.405 12.901 54.356
4040.771 12.901 54.355
4041.138 12.902 54.356
4041.504 12.902 54.358
4041.870 12.903 54.361
4042.236 12.904 54.364
4042.603 12.906 54.364
4042.969 12.907 54.362
4043.335 12.907 54.360
4043.701 12.907 54.358
4044.067 12.907 54.360
4044.434 12.908 54.365
4044.800 12.909 54.369
4045.166 12.910 54.372
4045.532 12.912 54.372
4045.898 12.913 54.369
4046.265 12.914 54.367
4046.631 12.914 54.367
4046.997 12.914 54.370
4047.363 12.915 54.374
4047.729 12.917 54.376
4048.096 12.918 54.375
4048.462 12.919 54.374
4048.828 12.920 54.373
4049.194 12.920 54.373
4049.561 12.921 54.375
4049.927 12.922 54.377
4050.293 12.923 54.378
4050.659 12.924 54.378
4051.025 12.925 54.377
4051.392 12.925 54.377
4051.758 12.926 54.377
4052.124 12.927 54.378
4052.490 12.927 54.379
4052.856 12.928 54.380
4053.223 12.928 54.382
4053.589 12.929 54.383
4053.955 12.930 54.386
4054.321 12.931 54.388
4054.688 12.932 54.389
4055.054 12.933 54.389
4055.420 12.934 54.389
4055.786 12.935 54.388
4056.152 12.936 54.388
4056.519 12.936 54.389
4056.885 12.937 54.390
4057.251 12.938 54.391
4057.617 12.939 54.391
4057.983 12.940 54.390
4058.350 12.940 54.390
4058.716 12.941 54.390
4059.082 12.941 54.393
4059.448 12.942 54.396
4059.814 12.943 54.399
4060.181 12.944 54.400
4060.547 12.945 54.399
4060.913 12.946 54.399
4061.279 12.946 54.400
4061.646 12.947 54.402
4062.012 12.948 54.406
4062.378 12.949 54.409
4062.744 12.950 54.410
4063.110 12.952 54.408
4063.477 12.952 54.406
4063.843 12.953 54.405
4064.209 12.953 54.406
4064.575 12.953 54.409
4064.941 12.954 54.411
4065.308 12.955 54.413
4065.674 12.956 54.414
4066.040 12.957 54.415
4066.406 12.958 54.417
4066.772 12.959 54.418
4067.139 12.960 54.418
4067.505 12.962 54.416
4067.871 12.963 54.412
4068.237 12.963 54.410
4068.604 12.963 54.410
4068.970 12.963 54.412
4069.336 12.964 54.415
4069.702 12.965 54.418
4070.068 12.967 54.418
4070.435 12.968 54.418
4070.801 12.968 54.417
4071.167 12.969 54.418
4071.533 12.970 54.420
4071.899 12.971 54.421
4072.266 12.972 54.422
4072.632 12.973 54.421
4072.998 12.974 54.421
4073.364 12.974 54.422
4073.730 12.975 54.423
4074.097 12.975 54.425
4074.463 12.976 54.426
4074.829 12.977 54.426
4075.195 12.978 54.426
4075.562 12.978 54.427
4075.928 12.979 54.429
4076.294 12.979 54.431
4076.660 12.980 54.434
4077.026 12.981 54.436
4077.393 12.982 54.438
4077.759 12.984 54.439
4078.125 12.985 54.438
4078.491 12.986 54.437
4078.857 12.987 54.436
4079.224 12.988 54.435
4079.590 12.988 54.435
4079.956 12.989 54.436
4080.322 12.989 54.438
4080.688 12.990 54.439
4081.055 12.991 54.440
4081.421 12.992 54.441
4081.787 12.993 54.442
4082.153 12.994 54.444
4082.520 12.995 54.445
4082.886 12.996 54.446
4083.252 12.997 54.445
4083.618 12.997 54.444
4083.984 12.998 54.444
4084.351 12.998 54.445
4084.717 12.999 54.448
4085.083 13.000 54.450
4085.449 13.001 54.451
4085.815 13.002 54.451
4086.182 13.003 54.450
4086.548 13.003 54.449
4086.914 13.004 54.450
4087.280 13.004 54.451
4087.646 13.005 54.452
4088.013 13.006 54.453
4088.379 13.007 54.454
4088.745 13.008 54.455
4089.111 13.009 54.456
4089.478 13.010 54.457
4089.844 13.011 54.458
4090.210 13.012 54.459
4090.576 13.013 54.460
4090.942 13.014 54.460
4091.309 13.014 54.461
4091.675 13.015 54.462
4092.041 13.016 54.462
4092.407 13.017 54.463
4092.773 13.018 54.463
4093.140 13.019 54.464
4093.506 13.019 54.465
4093.872 13.020 54.466
4094.238 13.021 54.468
4094.604 13.021 54.470
4094.971 13.022 54.471
4095.337 13.023 54.472
4095.703 13.024 54.473
4096.069 13.025 54.474
4096.436 13.026 54.475
4096.802 13.027 54.475
4097.168 13.028 54.474
4097.534 13.029 54.474
4097.900 13.030 54.472
4098.267 13.030 54.471
4098.633 13.031 54.470
4098.999 13.032 54.470
4099.365 13.032 54.470
4099.731 13.033 54.471
4100.098 13.033 54.473
4100.464 13.034 54.476
4100.830 13.035 54.478
4101.196 13.037 54.478
4101.562 13.038 54.477
4101.929 13.039 54.475
4102.295 13.039 54.475
4102.661 13.039 54.477
4103.027 13.040 54.482
4103.394 13.041 54.486
4103.760 13.042 54.488
4104.126 13.044 54.487
4104.492 13.045 54.485
4104.858 13.045 54.483
4105.225 13.045 54.484
4105.591 13.046 54.487
4105.957 13.046 54.490
4106.323 13.048 54.493
4106.689 13.049 54.494
4107.056 13.050 54.493
4107.422 13.051 54.491
4107.788 13.052 54.490
4108.154 13.052 54.490
4108.521 13.053 54.490
4108.887 13.053 54.490
4109.253 13.054 54.491
4109.619 13.055 54.492
4109.985 13.056 54.493
4110.352 13.056 54.494
4110.718 13.057 54.494
4111.084 13.058 54.494
4111.450 13.059 54.494
4111.816 13.060 54.494
4112.183 13.061 54.495
4112.549 13.061 54.497
4112.915 13.062 54.499
4113.281 13.064 54.501
4113.647 13.065 54.501
4114.014 13.066 54.502
4114.380 13.067 54.502
4114.746 13.068 54.503
4115.112 13.069 54.503
4115.479 13.070 54.503
4115.845 13.071 54.503
4116.211 13.072 54.502
4116.577 13.072 54.501
4116.943 13.072 54.501
4117.310 13.073 54.502
4117.676 13.074 54.504
4118.042 13.074 54.505
4118.408 13.075 54.507
4118.774 13.076 54.508
4119.141 13.077 54.508
4119.507 13.078 54.508
4119.873 13.079 54.508
4120.239 13.080 54.508
4120.605 13.080 54.508
4120.972 13.081 54.508
4121.338 13.082 54.510
4121.704 13.083 54.511
4122.070 13.084 54.512
4122.437 13.085 54.513
4122.803 13.085 54.513
4123.169 13.086 54.513
4123.535 13.087 54.515
4123.901 13.088 54.516
4124.268 13.089 54.517
4124.634 13.090 54.517
4125.000 13.091 54.516
4125.366 13.092 54.515
4125.732 13.092 54.515
4126.099 13.092 54.516
4126.465 13.093 54.518
4126.831 13.094 54.521
4127.197 13.094 54.523
4127.563 13.095 54.525
4127.930 13.096 54.525
4128.296 13.097 54.526
4128.662 13.098 54.526
4129.028 13.099 54.526
4129.395 13.100 54.527
4129.761 13.101 54.528
4130.127 13.102 54.529
4130.493 13.103 54.530
4130.859 13.104 54.531
4131.226 13.105 54.530
4131.592 13.106 54.527
4131.958 13.107 54.525
4132.324 13.107 54.525
4132.690 13.107 54.526
4133.057 13.108 54.529
4133.423 13.108 54.533
4133.789 13.110 54.536
4134.155 13.111 54.538
4134.521 13.112 54.539
4134.888 13.113 54.539
4135.254 13.114 54.540
4135.620 13.115 54.541
4135.986 13.116 54.541
4136.353 13.117 54.542
4136.719 13.118 54.543
4137.085 13.119 54.543
4137.451 13.120 54.543
4137.817 13.121 54.542
4138.184 13.121 54.542
4138.550 13.122 54.542
4138.916 13.122 54.544
4139.282 13.123 54.547
4139.648 13.124 54.549
4140.015 13.125 54.550
4140.381 13.127 54.550
4140.747 13.128 54.548
4141.113 13.128 54.547
4141.479 13.129 54.547
4141.846 13.130 54.547
4142.212 13.131 54.547
4142.578 13.131 54.546
4142.944 13.132 54.546
4143.311 13.132 54.546
4143.677 13.133 54.548
4144.043 13.133 54.551
4144.409 13.135 54.554
4144.775 13.136 54.555
4145.142 13.137 54.554
4145.508 13.138 54.552
4145.874 13.139 54.551
4146.240 13.139 54.551
4146.606 13.140 54.551
4146.973 13.141 54.552
4147.339 13.141 54.552
4147.705 13.142 54.552
4148.071 13.143 54.553
4148.438 13.144 54.554
4148.804 13.144 54.555
4149.170 13.145 54.556
4149.536 13.146 54.557
4149.902 13.147 54.558
4150.269 13.148 54.558
4150.635 13.149 54.559
4151.001 13.149 54.559
4151.367 13.150 54.559
4151.733 13.151 54.560
4152.100 13.151 54.562
4152.466 13.152 54.565
4152.832 13.153 54.568
4153.198 13.154 54.569
4153.564 13.156 54.569
4153.931 13.157 54.567
4154.297 13.157 54.565
4154.663 13.158 54.565
4155.029 13.158 54.566
4155.396 13.159 54.567
4155.762 13.160 54.568
4156.128 13.161 54.569
4156.494 13.161 54.570
4156.860 13.162 54.570
4157.227 13.163 54.571
4157.593 13.164 54.572
4157.959 13.165 54.573
4158.325 13.166 54.573
4158.691 13.167 54.572
4159.058 13.168 54.571
4159.424 13.169 54.571
4159.790 13.170 54.571
4160.156 13.171 54.571
4160.522 13.172 54.572
4160.889 13.173 54.572
4161.255 13.173 54.572
4161.621 13.174 54.573
4161.987 13.175 54.573
4162.354 13.176 54.574
4162.720 13.177 54.574
4163.086 13.178 54.574
4163.452 13.178 54.574
4163.818 13.179 54.574
4164.185 13.180 54.575
4164.551 13.180 54.576
4164.917 13.181 54.577
4165.283 13.182 54.578
4165.649 13.182 54.580
4166.016 13.183 54.582
4166.382 13.184 54.585
4166.748 13.186 54.587
4167.114 13.187 54.588
4167.480 13.189 54.586
4167.847 13.190 54.584
4168.213 13.190 54.581
4168.579 13.191 54.580
4168.945 13.191 54.581
4169.312 13.191 54.583
4169.678 13.192 54.587
4170.044 13.193 54.590
4170.410 13.194 54.591
4170.776 13.196 54.591
4171.143 13.197 54.591
4171.509 13.197 54.591
4171.875 13.198 54.591
4172.241 13.199 54.592
4172.607 13.200 54.593
4172.974 13.201 54.594
4173.340 13.201 54.594
4173.706 13.202 54.595
4174.072 13.203 54.595
4174.438 13.204 54.596
4174.805 13.205 54.597
4175.171 13.205 54.597
4175.537 13.206 54.596
4175.903 13.207 54.596
4176.270 13.207 54.596
4176.636 13.208 54.597
4177.002 13.209 54.598
4177.368 13.210 54.599
4177.734 13.211 54.600
4178.101 13.212 54.600
4178.467 13.213 54.599
4178.833 13.213 54.599
4179.199 13.214 54.598
4179.565 13.215 54.599
4179.932 13.215 54.600
4180.298 13.216 54.602
4180.664 13.217 54.605
4181.030 13.219 54.606
4181.396 13.220 54.606
4181.763 13.222 54.605
4182.129 13.223 54.602
4182.495 13.223 54.600
4182.861 13.224 54.600
4183.228 13.224 54.600
4183.594 13.225 54.602
4183.960 13.225 54.603
4184.326 13.226 54.604
4184.692 13.227 54.605
4185.059 13.228 54.605
4185.425 13.228 54.606
4185.791 13.229 54.608
4186.157 13.230 54.610
4186.523 13.231 54.611
4186.890 13.233 54.611
4187.256 13.234 54.610
4187.622 13.234 54.608
4187.988 13.235 54.607
4188.354 13.235 54.607
4188.721 13.236 54.608
4189.087 13.236 54.609
4189.453 13.237 54.610
4189.819 13.238 54.611
4190.186 13.239 54.612
4190.552 13.240 54.613
4190.918 13.240 54.615
4191.284 13.241 54.617
4191.650 13.243 54.619
4192.017 13.244 54.619
4192.383 13.246 54.618
4192.749 13.247 54.615
4193.115 13.248 54.612
4193.481 13.248 54.611
4193.848 13.248 54.611
4194.214 13.249 54.612
4194.580 13.249 54.615
4194.946 13.250 54.617
4195.312 13.251 54.618
4195.679 13.252 54.619
4196.045 13.253 54.619
4196.411 13.254 54.620
4196.777 13.255 54.620
4197.144 13.256 54.621
4197.510 13.256 54.623
4197.876 13.257 54.623
4198.242 13.258 54.624
4198.608 13.259 54.624
4198.975 13.260 54.624
4199.341 13.261 54.624
4199.707 13.261 54.625
4200.073 13.262 54.626
4200.439 13.263 54.627
4200.806 13.263 54.629
4201.172 13.265 54.630
4201.538 13.266 54.630
4201.904 13.267 54.629
4202.271 13.268 54.627
4202.637 13.269 54.625
4203.003 13.269 54.624
4203.369 13.270 54.623
4203.735 13.270 54.624
4204.102 13.270 54.626
4204.468 13.271 54.629
4204.834 13.272 54.632
4205.200 13.273 54.634
4205.566 13.275 54.636
4205.933 13.276 54.637
4206.299 13.277 54.636
4206.665 13.278 54.636
4207.031 13.279 54.636
4207.397 13.280 54.636
4207.764 13.281 54.637
4208.130 13.281 54.637
4208.496 13.282 54.637
4208.862 13.283 54.636
4209.229 13.284 54.636
4209.595 13.284 54.636
4209.961 13.285 54.638
4210.327 13.285 54.639
4210.693 13.286 54.640
4211.060 13.287 54.641
4211.426 13.288 54.641
4211.792 13.289 54.640
4212.158 13.290 54.640
4212.524 13.290 54.640
4212.891 13.291 54.640
4213.257 13.292 54.641
4213.623 13.293 54.641
4213.989 13.294 54.641
4214.355 13.295 54.641
4214.722 13.296 54.641
4215.088 13.297 54.641
4215.454 13.298 54.640
4215.820 13.299 54.640
4216.187 13.300 54.639
4216.553 13.301 54.639
4216.919 13.302 54.639
4217.285 13.302 54.639
4217.651 13.303 54.640
4218.018 13.304 54.641
4218.384 13.305 54.642
4218.750 13.305 54.644
4219.116 13.307 54.646
4219.482 13.308 54.646
4219.849 13.309 54.646
4220.215 13.310 54.645
4220.581 13.310 54.644
4220.947 13.310 54.644
4221.313 13.311 54.646
4221.680 13.311 54.648
4222.046 13.312 54.650
4222.412 13.313 54.652
4222.778 13.314 54.652
4223.145 13.315 54.652
4223.511 13.316 54.653
4223.877 13.317 54.654
4224.243 13.318 54.656
4224.609 13.319 54.656
4224.976 13.321 54.654
4225.342 13.322 54.651
4225.708 13.322 54.649
4226.074 13.322 54.649
4226.440 13.323 54.651
4226.807 13.323 54.655
4227.173 13.325 54.657
4227.539 13.326 54.658
4227.905 13.327 54.657
4228.271 13.328 54.656
4228.638 13.329 54.656
4229.004 13.330 54.657
4229.370 13.331 54.658
4229.736 13.332 54.657
4230.103 13.332 54.656
4230.469 13.333 54.655
4230.835 13.333 54.655
4231.201 13.333 54.657
4231.567 13.334 54.659
4231.934 13.335 54.661
4232.300 13.336 54.661
4232.666 13.337 54.660
4233.032 13.338 54.658
4233.398 13.339 54.658
4233.765 13.339 54.658
4234.131 13.340 54.659
4234.497 13.341 54.659
4234.863 13.342 54.660
4235.229 13.343 54.660
4235.596 13.343 54.661
4235.962 13.344 54.662
4236.328 13.345 54.662
4236.694 13.347 54.663
4237.061 13.348 54.662
4237.427 13.348 54.661
4237.793 13.349 54.661
4238.159 13.349 54.662
4238.525 13.350 54.664
4238.892 13.351 54.667
4239.258 13.352 54.670
4239.624 13.353 54.672
4239.990 13.354 54.672
4240.356 13.355 54.672
4240.723 13.356 54.671
4241.089 13.357 54.671
4241.455 13.358 54.671
4241.821 13.358 54.672
4242.188 13.359 54.672
4242.554 13.360 54.672
4242.920 13.361 54.672
4243.286 13.362 54.671
4243.652 13.362 54.670
4244.019 13.362 54.670
4244.385 13.363 54.672
4244.751 13.364 54.673
4245.117 13.365 54.675
4245.483 13.366 54.676
4245.850 13.367 54.676
4246.216 13.368 54.675
4246.582 13.369 54.674
4246.948 13.370 54.674
4247.314 13.371 54.675
4247.681 13.372 54.674
4248.047 13.373 54.673
4248.413 13.374 54.671
4248.779 13.374 54.670
4249.146 13.374 54.670
4249.512 13.375 54.672
4249.878 13.375 54.675
4250.244 13.377 54.678
4250.610 13.378 54.679
4250.977 13.379 54.679
4251.343 13.380 54.678
4251.709 13.381 54.678
4252.075 13.382 54.678
4252.441 13.383 54.679
4252.808 13.384 54.680
4253.174 13.385 54.680
4253.540 13.386 54.679
4253.906 13.387 54.678
4254.272 13.387 54.679
4254.639 13.388 54.680
4255.005 13.389 54.682
4255.371 13.390 54.682
4255.737 13.391 54.682
4256.104 13.391 54.682
4256.470 13.392 54.682
4256.836 13.392 54.684
4257.202 13.393 54.686
4257.568 13.394 54.687
4257.935 13.396 54.686
4258.301 13.396 54.685
4258.667 13.397 54.684
4259.033 13.398 54.684
4259.399 13.398 54.684
4259.766 13.399 54.685
4260.132 13.400 54.685
4260.498 13.401 54.685
4260.864 13.401 54.684
4261.230 13.402 54.683
4261.597 13.403 54.683
4261.963 13.403 54.683
4262.329 13.404 54.683
4262.695 13.404 54.685
4263.062 13.405 54.686
4263.428 13.406 54.689
4263.794 13.407 54.690
4264.160 13.409 54.691
4264.526 13.410 54.691
4264.893 13.411 54.689
4265.259 13.412 54.689
4265.625 13.412 54.689
4265.991 13.413 54.689
4266.357 13.414 54.690
4266.724 13.415 54.690
4267.090 13.416 54.690
4267.456 13.417 54.689
4267.822 13.417 54.689
4268.188 13.418 54.690
4268.555 13.419 54.691
4268.921 13.420 54.691
4269.287 13.421 54.692
4269.653 13.422 54.691
4270.020 13.422 54.691
4270.386 13.423 54.691
4270.752 13.424 54.691
4271.118 13.425 54.692
4271.484 13.425 54.692
4271.851 13.426 54.693
4272.217 13.427 54.694
4272.583 13.428 54.695
4272.949 13.429 54.697
4273.315 13.430 54.698
4273.682 13.431 54.697
4274.048 13.433 54.696
4274.414 13.433 54.694
4274.780 13.434 54.694
4275.146 13.434 54.695
4275.513 13.435 54.697
4275.879 13.436 54.700
4276.245 13.437 54.701
4276.611 13.438 54.701
4276.978 13.439 54.701
4277.344 13.440 54.700
4277.710 13.441 54.700
4278.076 13.442 54.701
4278.442 13.443 54.701
4278.809 13.444 54.700
4279.175 13.445 54.698
4279.541 13.445 54.696
4279.907 13.445 54.696
4280.273 13.446 54.697
4280.640 13.446 54.698
4281.006 13.447 54.700
4281.372 13.449 54.700
4281.738 13.450 54.699
4282.104 13.450 54.697
4282.471 13.451 54.696
4282.837 13.451 54.696
4283.203 13.452 54.698
4283.569 13.453 54.700
4283.936 13.454 54.703
4284.302 13.455 54.703
4284.668 13.456 54.703
4285.034 13.457 54.702
4285.400 13.458 54.701
4285.767 13.458 54.701
4286.133 13.459 54.703
4286.499 13.460 54.704
4286.865 13.461 54.705
4287.231 13.462 54.705
4287.598 13.463 54.704
4287.964 13.463 54.703
4288.330 13.464 54.704
4288.696 13.464 54.705
4289.062 13.465 54.706
4289.429 13.466 54.707
4289.795 13.467 54.708
4290.161 13.468 54.709
4290.527 13.468 54.710
4290.894 13.470 54.711
4291.260 13.471 54.711
4291.626 13.472 54.710
4291.992 13.473 54.710
4292.358 13.473 54.709
4292.725 13.474 54.708
4293.091 13.475 54.708
4293.457 13.476 54.707
4293.823 13.477 54.706
4294.189 13.477 54.706
4294.556 13.478 54.707
4294.922 13.478 54.709
4295.288 13.479 54.711
4295.654 13.480 54.713
4296.021 13.482 54.713
4296.387 13.483 54.711
4296.753 13.484 54.708
4297.119 13.485 54.706
4297.485 13.485 54.706
4297.852 13.485 54.709
4298.218 13.486 54.712
4298.584 13.487 54.714
4298.950 13.489 54.713
4299.316 13.490 54.711
4299.683 13.491 54.709
4300.049 13.491 54.708
4300.415 13.491 54.709
4300.781 13.492 54.710
4301.147 13.493 54.710
4301.514 13.494 54.710
4301.880 13.495 54.710
4302.246 13.495 54.709
4302.612 13.496 54.710
4302.979 13.496 54.711
4303.345 13.497 54.712
4303.711 13.498 54.714
4304.077 13.499 54.714
4304.443 13.500 54.714
4304.810 13.501 54.714
4305.176 13.502 54.713
4305.542 13.502 54.713
4305.908 13.503 54.714
4306.274 13.503 54.715
4306.641 13.504 54.717
4307.007 13.506 54.719
4307.373 13.507 54.719
4307.739 13.509 54.717
4308.105 13.510 54.714
4308.472 13.510 54.712
4308.838 13.510 54.712
4309.204 13.511 54.714
4309.570 13.512 54.716
4309.937 13.513 54.718
4310.303 13.514 54.717
4310.669 13.516 54.715
4311.035 13.516 54.712
4311.401 13.517 54.711
4311.768 13.517 54.711
4312.134 13.518 54.712
4312.500 13.518 54.713
4312.866 13.519 54.714
4313.232 13.520 54.715
4313.599 13.521 54.716
4313.965 13.521 54.718
4314.331 13.522 54.719
4314.697 13.523 54.720
4315.063 13.525 54.720
4315.430 13.525 54.719
4315.796 13.526 54.718
4316.162 13.527 54.718
4316.528 13.527 54.720
4316.895 13.528 54.722
4317.261 13.529 54.723
4317.627 13.530 54.723
4317.993 13.531 54.722
4318.359 13.532 54.722
4318.726 13.532 54.722
4319.092 13.533 54.723
4319.458 13.533 54.725
4319.824 13.534 54.726
4320.190 13.536 54.727
4320.557 13.537 54.727
4320.923 13.538 54.726
4321.289 13.538 54.725
4321.655 13.539 54.726
4322.021 13.540 54.727
4322.388 13.541 54.727
4322.754 13.542 54.725
4323.120 13.543 54.723
4323.486 13.544 54.720
4323.853 13.544 54.718
4324.219 13.544 54.719
4324.585 13.544 54.722
4324.951 13.545 54.726
4325.317 13.547 54.728
4325.684 13.549 54.727
4326.050 13.550 54.724
4326.416 13.551 54.721
4326.782 13.551 54.720
4327.148 13.551 54.721
4327.515 13.552 54.723
4327.881 13.553 54.725
4328.247 13.554 54.725
4328.613 13.556 54.724
4328.979 13.556 54.723
4329.346 13.557 54.723
4329.712 13.558 54.723
4330.078 13.558 54.724
4330.444 13.559 54.724
4330.811 13.560 54.725
4331.177 13.561 54.726
4331.543 13.561 54.727
4331.909 13.562 54.729
4332.275 13.564 54.729
4332.642 13.565 54.727
4333.008 13.566 54.724
4333.374 13.566 54.722
4333.740 13.566 54.721
4334.106 13.566 54.723
4334.473 13.567 54.726
4334.839 13.568 54.730
4335.205 13.569 54.731
4335.571 13.571 54.731
4335.938 13.572 54.729
4336.304 13.572 54.728
4336.670 13.573 54.728
4337.036 13.573 54.729
4337.402 13.574 54.730
4337.769 13.575 54.731
4338.135 13.576 54.730
4338.501 13.577 54.730
4338.867 13.578 54.730
4339.233 13.579 54.730
4339.600 13.579 54.730
4339.966 13.580 54.730
4340.332 13.581 54.730
4340.698 13.582 54.730
4341.064 13.583 54.729
4341.431 13.583 54.728
4341.797 13.584 54.728
4342.163 13.585 54.727
4342.529 13.585 54.727
4342.896 13.586 54.727
4343.262 13.587 54.728
4343.628 13.588 54.729
4343.994 13.589 54.729
4344.360 13.590 54.729
4344.727 13.590 54.729
4345.093 13.591 54.728
4345.459 13.592 54.728
4345.825 13.592 54.729
4346.191 13.593 54.731
4346.558 13.594 54.733
4346.924 13.595 54.734
4347.290 13.597 54.734
