* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -10,0 dBFS, at 96000 Hz
* Dated: 25.2.2020 15:22:02
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: impedanca tweeter
* Measurement: nov zvocnik
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
12358.154 6.432 21.695
12358.521 6.431 21.699
12358.887 6.431 21.707
12359.253 6.431 21.715
12359.619 6.432 21.719
12359.985 6.433 21.716
12360.352 6.433 21.710
12360.718 6.433 21.704
12361.084 6.432 21.703
12361.450 6.431 21.709
12361.816 6.431 21.718
12362.183 6.431 21.727
12362.549 6.431 21.734
12362.915 6.432 21.736
12363.281 6.433 21.735
12363.647 6.434 21.731
12364.014 6.434 21.726
12364.380 6.434 21.722
12364.746 6.434 21.718
12365.112 6.433 21.716
12365.479 6.433 21.715
12365.845 6.432 21.716
12366.211 6.432 21.717
12366.577 6.432 21.718
12366.943 6.432 21.718
12367.310 6.432 21.717
12367.676 6.432 21.717
12368.042 6.432 21.717
12368.408 6.432 21.716
12368.774 6.431 21.715
12369.141 6.431 21.714
12369.507 6.431 21.713
12369.873 6.431 21.714
12370.239 6.430 21.717
12370.605 6.430 21.721
12370.972 6.431 21.727
12371.338 6.431 21.730
12371.704 6.432 21.731
12372.070 6.433 21.729
12372.437 6.434 21.724
12372.803 6.434 21.718
12373.169 6.434 21.713
12373.535 6.433 21.711
12373.901 6.433 21.713
12374.268 6.433 21.718
12374.634 6.433 21.724
12375.000 6.433 21.728
12375.366 6.434 21.729
12375.732 6.435 21.727
12376.099 6.435 21.723
12376.465 6.435 21.720
12376.831 6.435 21.719
12377.197 6.434 21.720
12377.563 6.434 21.723
12377.930 6.434 21.727
12378.296 6.434 21.730
12378.662 6.434 21.732
12379.028 6.434 21.734
12379.395 6.434 21.735
12379.761 6.434 21.738
12380.127 6.434 21.740
12380.493 6.434 21.743
12380.859 6.435 21.744
12381.226 6.435 21.742
12381.592 6.435 21.738
12381.958 6.435 21.734
12382.324 6.435 21.731
12382.690 6.434 21.732
12383.057 6.433 21.736
12383.423 6.433 21.743
12383.789 6.434 21.750
12384.155 6.434 21.755
12384.521 6.435 21.755
12384.888 6.436 21.752
12385.254 6.436 21.748
12385.620 6.436 21.746
12385.986 6.436 21.749
12386.353 6.436 21.753
12386.719 6.437 21.754
12387.085 6.437 21.750
12387.451 6.438 21.740
12387.817 6.437 21.729
12388.184 6.435 21.725
12388.550 6.434 21.732
12388.916 6.433 21.746
12389.282 6.433 21.762
12389.648 6.434 21.772
12390.015 6.436 21.770
12390.381 6.437 21.760
12390.747 6.437 21.749
12391.113 6.436 21.743
12391.479 6.435 21.743
12391.846 6.435 21.746
12392.212 6.435 21.748
12392.578 6.436 21.747
12392.944 6.436 21.743
12393.311 6.436 21.740
12393.677 6.436 21.740
12394.043 6.436 21.741
12394.409 6.436 21.743
12394.775 6.436 21.743
12395.142 6.437 21.742
12395.508 6.437 21.741
12395.874 6.437 21.743
12396.240 6.437 21.746
12396.606 6.437 21.751
12396.973 6.437 21.754
12397.339 6.438 21.755
12397.705 6.438 21.754
12398.071 6.438 21.752
12398.438 6.438 21.752
12398.804 6.437 21.753
12399.170 6.437 21.758
12399.536 6.437 21.763
12399.902 6.437 21.768
12400.269 6.438 21.770
12400.635 6.438 21.768
12401.001 6.438 21.763
12401.367 6.438 21.759
12401.733 6.437 21.759
12402.100 6.437 21.764
12402.466 6.437 21.771
12402.832 6.438 21.775
12403.198 6.439 21.772
12403.564 6.439 21.765
12403.931 6.439 21.757
12404.297 6.439 21.750
12404.663 6.438 21.748
12405.029 6.437 21.749
12405.396 6.437 21.751
12405.762 6.436 21.755
12406.128 6.436 21.761
12406.494 6.435 21.772
12406.860 6.436 21.783
12407.227 6.437 21.792
12407.593 6.439 21.793
12407.959 6.440 21.786
12408.325 6.440 21.774
12408.691 6.440 21.766
12409.058 6.439 21.765
12409.424 6.438 21.772
12409.790 6.438 21.781
12410.156 6.439 21.785
12410.522 6.440 21.783
12410.889 6.440 21.777
12411.255 6.440 21.770
12411.621 6.440 21.766
12411.987 6.439 21.766
12412.354 6.439 21.766
12412.720 6.439 21.766
12413.086 6.438 21.767
12413.452 6.437 21.770
12413.818 6.437 21.778
12414.185 6.437 21.787
12414.551 6.438 21.794
12414.917 6.438 21.796
12415.283 6.439 21.792
12415.649 6.439 21.787
12416.016 6.439 21.785
12416.382 6.438 21.787
12416.748 6.438 21.791
12417.114 6.439 21.793
12417.480 6.439 21.791
12417.847 6.440 21.785
12418.213 6.439 21.779
12418.579 6.439 21.777
12418.945 6.438 21.779
12419.312 6.438 21.783
12419.678 6.439 21.785
12420.044 6.439 21.785
12420.410 6.440 21.782
12420.776 6.440 21.778
12421.143 6.440 21.776
12421.509 6.440 21.775
12421.875 6.440 21.776
12422.241 6.440 21.779
12422.607 6.440 21.784
12422.974 6.440 21.791
12423.340 6.441 21.798
12423.706 6.442 21.802
12424.072 6.443 21.800
12424.438 6.443 21.793
12424.805 6.443 21.785
12425.171 6.442 21.782
12425.537 6.441 21.786
12425.903 6.440 21.796
12426.270 6.441 21.807
12426.636 6.442 21.814
12427.002 6.443 21.814
12427.368 6.443 21.807
12427.734 6.443 21.799
12428.101 6.443 21.792
12428.467 6.442 21.790
12428.833 6.441 21.791
12429.199 6.440 21.796
12429.565 6.440 21.802
12429.932 6.440 21.808
12430.298 6.441 21.811
12430.664 6.441 21.810
12431.030 6.442 21.807
12431.396 6.442 21.802
12431.763 6.442 21.799
12432.129 6.442 21.799
12432.495 6.442 21.801
12432.861 6.442 21.803
12433.228 6.443 21.802
12433.594 6.443 21.801
12433.960 6.443 21.799
12434.326 6.443 21.798
12434.692 6.444 21.799
12435.059 6.444 21.797
12435.425 6.444 21.793
12435.791 6.444 21.788
12436.157 6.443 21.785
12436.523 6.442 21.789
12436.890 6.441 21.799
12437.256 6.441 21.811
12437.622 6.442 21.819
12437.988 6.444 21.820
12438.354 6.444 21.813
12438.721 6.444 21.804
12439.087 6.443 21.800
12439.453 6.442 21.804
12439.819 6.441 21.813
12440.186 6.442 21.823
12440.552 6.443 21.827
12440.918 6.443 21.823
12441.284 6.444 21.815
12441.650 6.443 21.809
12442.017 6.442 21.810
12442.383 6.441 21.819
12442.749 6.441 21.831
12443.115 6.442 21.840
12443.481 6.444 21.839
12443.848 6.445 21.830
12444.214 6.445 21.818
12444.580 6.444 21.810
12444.946 6.443 21.809
12445.312 6.443 21.815
12445.679 6.443 21.822
12446.045 6.443 21.826
12446.411 6.444 21.824
12446.777 6.444 21.820
12447.144 6.444 21.817
12447.510 6.444 21.816
12447.876 6.444 21.818
12448.242 6.444 21.820
12448.608 6.444 21.821
12448.975 6.444 21.819
12449.341 6.444 21.819
12449.707 6.444 21.820
12450.073 6.444 21.822
12450.439 6.444 21.824
12450.806 6.444 21.825
12451.172 6.444 21.825
12451.538 6.444 21.826
12451.904 6.444 21.828
12452.271 6.444 21.830
12452.637 6.444 21.832
12453.003 6.444 21.834
12453.369 6.444 21.835
12453.735 6.445 21.837
12454.102 6.445 21.839
12454.468 6.445 21.840
12454.834 6.446 21.839
12455.200 6.446 21.836
12455.566 6.446 21.831
12455.933 6.446 21.826
12456.299 6.446 21.824
12456.665 6.446 21.823
12457.031 6.446 21.823
12457.397 6.445 21.824
12457.764 6.445 21.824
12458.130 6.445 21.826
12458.496 6.445 21.830
12458.862 6.445 21.834
12459.229 6.445 21.838
12459.595 6.445 21.839
12459.961 6.446 21.838
12460.327 6.446 21.837
12460.693 6.446 21.837
12461.060 6.446 21.839
12461.426 6.446 21.841
12461.792 6.446 21.840
12462.158 6.446 21.838
12462.524 6.446 21.835
12462.891 6.446 21.835
12463.257 6.445 21.839
12463.623 6.445 21.845
12463.989 6.446 21.850
12464.355 6.447 21.849
12464.722 6.447 21.843
12465.088 6.447 21.838
12465.454 6.446 21.838
12465.820 6.445 21.846
12466.187 6.445 21.858
12466.553 6.446 21.868
12466.919 6.448 21.870
12467.285 6.449 21.862
12467.651 6.449 21.850
12468.018 6.449 21.839
12468.384 6.447 21.835
12468.750 6.446 21.837
12469.116 6.446 21.843
12469.482 6.446 21.847
12469.849 6.446 21.850
12470.215 6.446 21.852
12470.581 6.446 21.853
12470.947 6.446 21.855
12471.313 6.446 21.856
12471.680 6.446 21.857
12472.046 6.446 21.857
12472.412 6.446 21.858
12472.778 6.446 21.860
12473.145 6.447 21.863
12473.511 6.447 21.863
12473.877 6.448 21.859
12474.243 6.449 21.852
12474.609 6.448 21.845
12474.976 6.448 21.841
12475.342 6.447 21.843
12475.708 6.447 21.849
12476.074 6.447 21.855
12476.440 6.448 21.858
12476.807 6.448 21.858
12477.173 6.448 21.857
12477.539 6.448 21.858
12477.905 6.448 21.862
12478.271 6.448 21.867
12478.638 6.448 21.871
12479.004 6.448 21.874
12479.370 6.449 21.876
12479.736 6.449 21.879
12480.103 6.449 21.880
12480.469 6.450 21.878
12480.835 6.450 21.872
12481.201 6.450 21.864
12481.567 6.449 21.858
12481.934 6.448 21.860
12482.300 6.447 21.868
12482.666 6.447 21.880
12483.032 6.448 21.888
12483.398 6.449 21.889
12483.765 6.449 21.885
12484.131 6.450 21.879
12484.497 6.449 21.877
12484.863 6.450 21.877
12485.229 6.450 21.878
12485.596 6.451 21.875
12485.962 6.451 21.869
12486.328 6.451 21.865
12486.694 6.450 21.865
12487.061 6.450 21.868
12487.427 6.451 21.870
12487.793 6.451 21.868
12488.159 6.452 21.861
12488.525 6.451 21.855
12488.892 6.450 21.854
12489.258 6.449 21.862
12489.624 6.449 21.873
12489.990 6.449 21.882
12490.356 6.450 21.884
12490.723 6.451 21.880
12491.089 6.450 21.877
12491.455 6.450 21.877
12491.821 6.449 21.883
12492.188 6.449 21.891
12492.554 6.450 21.896
12492.920 6.451 21.897
12493.286 6.451 21.895
12493.652 6.452 21.890
12494.019 6.452 21.885
12494.385 6.452 21.879
12494.751 6.452 21.873
12495.117 6.451 21.869
12495.483 6.450 21.869
12495.850 6.450 21.873
12496.216 6.450 21.879
12496.582 6.450 21.884
12496.948 6.450 21.886
12497.314 6.451 21.885
12497.681 6.451 21.885
12498.047 6.451 21.887
12498.413 6.451 21.889
12498.779 6.452 21.890
12499.146 6.452 21.889
12499.512 6.452 21.888
12499.878 6.452 21.888
12500.244 6.452 21.889
12500.610 6.453 21.891
12500.977 6.453 21.890
12501.343 6.453 21.887
12501.709 6.453 21.882
12502.075 6.452 21.881
12502.441 6.452 21.884
12502.808 6.452 21.890
12503.174 6.452 21.895
12503.540 6.453 21.894
12503.906 6.453 21.889
12504.272 6.453 21.882
12504.639 6.452 21.878
12505.005 6.452 21.880
12505.371 6.451 21.885
12505.737 6.452 21.889
12506.104 6.452 21.889
12506.470 6.452 21.886
12506.836 6.452 21.883
12507.202 6.451 21.884
12507.568 6.451 21.888
12507.935 6.451 21.895
12508.301 6.451 21.901
12508.667 6.452 21.903
12509.033 6.453 21.901
12509.399 6.453 21.897
12509.766 6.452 21.894
12510.132 6.452 21.895
12510.498 6.451 21.901
12510.864 6.451 21.910
12511.230 6.452 21.916
12511.597 6.453 21.917
12511.963 6.454 21.911
12512.329 6.454 21.902
12512.695 6.453 21.895
12513.062 6.452 21.894
12513.428 6.451 21.898
12513.794 6.451 21.905
12514.160 6.452 21.910
12514.526 6.452 21.910
12514.893 6.453 21.908
12515.259 6.453 21.907
12515.625 6.453 21.907
12515.991 6.453 21.909
12516.357 6.454 21.909
12516.724 6.454 21.907
12517.090 6.454 21.903
12517.456 6.454 21.899
12517.822 6.454 21.899
12518.188 6.453 21.902
12518.555 6.453 21.908
12518.921 6.453 21.914
12519.287 6.454 21.917
12519.653 6.454 21.918
12520.020 6.454 21.917
12520.386 6.454 21.916
12520.752 6.454 21.917
12521.118 6.454 21.919
12521.484 6.454 21.923
12521.851 6.454 21.927
12522.217 6.455 21.929
12522.583 6.455 21.929
12522.949 6.456 21.926
12523.315 6.456 21.922
12523.682 6.456 21.917
12524.048 6.456 21.913
12524.414 6.456 21.910
12524.780 6.456 21.908
12525.146 6.456 21.907
12525.513 6.455 21.908
12525.879 6.455 21.910
12526.245 6.455 21.912
12526.611 6.456 21.914
12526.978 6.456 21.914
12527.344 6.456 21.913
12527.710 6.456 21.914
12528.076 6.456 21.917
12528.442 6.456 21.921
12528.809 6.457 21.924
12529.175 6.457 21.924
12529.541 6.457 21.921
12529.907 6.457 21.918
12530.273 6.457 21.918
12530.640 6.456 21.922
12531.006 6.456 21.928
12531.372 6.456 21.933
12531.738 6.456 21.936
12532.104 6.456 21.936
12532.471 6.456 21.936
12532.837 6.456 21.935
12533.203 6.456 21.936
12533.569 6.456 21.937
12533.936 6.456 21.938
12534.302 6.455 21.937
12534.668 6.455 21.937
12535.034 6.455 21.936
12535.400 6.455 21.937
12535.767 6.455 21.939
12536.133 6.455 21.942
12536.499 6.455 21.946
12536.865 6.456 21.947
12537.231 6.456 21.946
12537.598 6.457 21.942
12537.964 6.457 21.937
12538.330 6.456 21.934
12538.696 6.456 21.934
12539.062 6.456 21.939
12539.429 6.456 21.945
12539.795 6.457 21.949
12540.161 6.457 21.949
12540.527 6.458 21.944
12540.894 6.458 21.939
12541.260 6.458 21.936
12541.626 6.457 21.936
12541.992 6.457 21.938
12542.358 6.457 21.941
12542.725 6.457 21.942
12543.091 6.458 21.943
12543.457 6.458 21.943
12543.823 6.458 21.943
12544.189 6.458 21.943
12544.556 6.458 21.942
12544.922 6.458 21.941
12545.288 6.458 21.941
12545.654 6.458 21.942
12546.021 6.459 21.945
12546.387 6.459 21.945
12546.753 6.460 21.943
12547.119 6.460 21.939
12547.485 6.460 21.936
12547.852 6.459 21.936
12548.218 6.459 21.942
12548.584 6.459 21.949
12548.950 6.459 21.955
12549.316 6.460 21.956
12549.683 6.461 21.952
12550.049 6.461 21.945
12550.415 6.460 21.941
12550.781 6.460 21.941
12551.147 6.459 21.946
12551.514 6.459 21.952
12551.880 6.459 21.958
12552.246 6.459 21.961
12552.612 6.459 21.962
12552.979 6.459 21.962
12553.345 6.459 21.963
12553.711 6.459 21.965
12554.077 6.459 21.966
12554.443 6.459 21.967
12554.810 6.459 21.968
12555.176 6.459 21.969
12555.542 6.458 21.971
12555.908 6.459 21.973
12556.274 6.459 21.975
12556.641 6.459 21.975
12557.007 6.460 21.973
12557.373 6.460 21.969
12557.739 6.460 21.965
12558.105 6.460 21.962
12558.472 6.460 21.959
12558.838 6.460 21.956
12559.204 6.460 21.953
12559.570 6.460 21.951
12559.937 6.460 21.951
12560.303 6.459 21.955
12560.669 6.459 21.960
12561.035 6.460 21.966
12561.401 6.460 21.970
12561.768 6.461 21.972
12562.134 6.462 21.972
12562.500 6.462 21.971
12562.866 6.462 21.971
12563.232 6.463 21.970
12563.599 6.463 21.967
12563.965 6.463 21.964
12564.331 6.463 21.960
12564.697 6.463 21.958
12565.063 6.462 21.959
12565.430 6.462 21.962
12565.796 6.461 21.966
12566.162 6.461 21.970
12566.528 6.461 21.972
12566.895 6.461 21.974
12567.261 6.461 21.976
12567.627 6.460 21.980
12567.993 6.460 21.985
12568.359 6.461 21.989
12568.726 6.461 21.991
12569.092 6.461 21.989
12569.458 6.462 21.986
12569.824 6.461 21.984
12570.190 6.461 21.985
12570.557 6.461 21.988
12570.923 6.461 21.991
12571.289 6.461 21.991
12571.655 6.462 21.988
12572.021 6.462 21.985
12572.388 6.461 21.985
12572.754 6.461 21.987
12573.120 6.461 21.990
12573.486 6.462 21.990
12573.853 6.462 21.986
12574.219 6.462 21.980
12574.585 6.462 21.976
12574.951 6.461 21.978
12575.317 6.461 21.983
12575.684 6.461 21.989
12576.050 6.461 21.991
12576.416 6.462 21.988
12576.782 6.462 21.985
12577.148 6.461 21.985
12577.515 6.461 21.990
12577.881 6.461 21.997
12578.247 6.462 21.999
12578.613 6.463 21.995
12578.979 6.463 21.987
12579.346 6.463 21.980
12579.712 6.462 21.980
12580.078 6.461 21.986
12580.444 6.461 21.995
12580.811 6.461 22.002
12581.177 6.462 22.004
12581.543 6.462 22.002
12581.909 6.462 22.001
12582.275 6.462 22.003
12582.642 6.462 22.006
12583.008 6.462 22.009
12583.374 6.463 22.010
12583.740 6.463 22.010
12584.106 6.464 22.009
12584.473 6.464 22.007
12584.839 6.464 22.004
12585.205 6.464 22.000
12585.571 6.464 21.997
12585.938 6.464 21.996
12586.304 6.463 21.998
12586.670 6.464 22.000
12587.036 6.464 22.000
12587.402 6.465 21.997
12587.769 6.465 21.990
12588.135 6.465 21.983
12588.501 6.464 21.983
12588.867 6.463 21.988
12589.233 6.463 21.997
12589.600 6.464 22.004
12589.966 6.465 22.005
12590.332 6.466 22.000
12590.698 6.466 21.994
12591.064 6.465 21.990
12591.431 6.465 21.990
12591.797 6.465 21.994
12592.163 6.464 21.998
12592.529 6.464 22.000
12592.896 6.464 22.002
12593.262 6.464 22.004
12593.628 6.464 22.009
12593.994 6.464 22.016
12594.360 6.464 22.022
12594.727 6.464 22.025
12595.093 6.465 22.023
12595.459 6.465 22.018
12595.825 6.465 22.014
12596.191 6.464 22.014
12596.558 6.463 22.019
12596.924 6.463 22.028
12597.290 6.463 22.037
12597.656 6.464 22.043
12598.022 6.466 22.041
12598.389 6.466 22.032
12598.755 6.467 22.020
12599.121 6.466 22.010
12599.487 6.465 22.006
12599.854 6.464 22.010
12600.220 6.463 22.017
12600.586 6.463 22.025
12600.952 6.463 22.031
12601.318 6.464 22.034
12601.685 6.464 22.035
12602.051 6.465 22.035
12602.417 6.465 22.035
12602.783 6.466 22.034
12603.149 6.466 22.031
12603.516 6.466 22.028
12603.882 6.466 22.025
12604.248 6.466 22.023
12604.614 6.466 22.024
12604.980 6.466 22.026
12605.347 6.466 22.027
12605.713 6.466 22.028
12606.079 6.467 22.027
12606.445 6.467 22.027
12606.812 6.466 22.028
12607.178 6.466 22.029
12607.544 6.466 22.031
12607.910 6.466 22.034
12608.276 6.467 22.037
12608.643 6.467 22.039
12609.009 6.467 22.038
12609.375 6.467 22.034
12609.741 6.467 22.031
12610.107 6.466 22.032
12610.474 6.466 22.037
12610.840 6.466 22.045
12611.206 6.466 22.051
12611.572 6.467 22.051
12611.938 6.468 22.045
12612.305 6.467 22.037
12612.671 6.467 22.033
12613.037 6.466 22.035
12613.403 6.466 22.041
12613.770 6.466 22.047
12614.136 6.467 22.047
12614.502 6.467 22.043
12614.868 6.467 22.038
12615.234 6.467 22.036
12615.601 6.467 22.038
12615.967 6.467 22.043
12616.333 6.467 22.046
12616.699 6.468 22.046
12617.065 6.468 22.044
12617.432 6.468 22.043
12617.798 6.468 22.045
12618.164 6.468 22.048
12618.530 6.469 22.051
12618.896 6.469 22.051
12619.263 6.469 22.049
12619.629 6.469 22.046
12619.995 6.469 22.045
12620.361 6.469 22.046
12620.728 6.468 22.049
12621.094 6.469 22.051
12621.460 6.469 22.051
12621.826 6.469 22.049
12622.192 6.469 22.046
12622.559 6.468 22.045
12622.925 6.468 22.046
12623.291 6.467 22.051
12623.657 6.467 22.057
12624.023 6.468 22.063
12624.390 6.468 22.066
12624.756 6.469 22.064
12625.122 6.470 22.060
12625.488 6.470 22.053
12625.854 6.470 22.047
12626.221 6.470 22.044
12626.587 6.469 22.045
12626.953 6.469 22.047
12627.319 6.469 22.050
12627.686 6.469 22.053
12628.052 6.469 22.055
12628.418 6.469 22.058
12628.784 6.470 22.060
12629.150 6.470 22.062
12629.517 6.470 22.062
12629.883 6.470 22.061
12630.249 6.470 22.059
12630.615 6.470 22.059
12630.981 6.470 22.061
12631.348 6.470 22.065
12631.714 6.470 22.070
12632.080 6.470 22.073
12632.446 6.471 22.073
12632.812 6.472 22.069
12633.179 6.472 22.063
12633.545 6.471 22.059
12633.911 6.470 22.057
12634.277 6.470 22.060
12634.644 6.469 22.065
12635.010 6.469 22.070
12635.376 6.470 22.076
12635.742 6.470 22.079
12636.108 6.470 22.081
12636.475 6.471 22.081
12636.841 6.471 22.081
12637.207 6.471 22.079
12637.573 6.471 22.076
12637.939 6.471 22.073
12638.306 6.471 22.070
12638.672 6.471 22.068
12639.038 6.470 22.068
12639.404 6.470 22.071
12639.771 6.469 22.076
12640.137 6.470 22.081
12640.503 6.470 22.084
12640.869 6.471 22.083
12641.235 6.471 22.080
12641.602 6.471 22.078
12641.968 6.471 22.077
12642.334 6.471 22.077
12642.700 6.472 22.077
12643.066 6.472 22.075
12643.433 6.473 22.071
12643.799 6.473 22.066
12644.165 6.473 22.062
12644.531 6.472 22.062
12644.897 6.472 22.063
12645.264 6.472 22.064
12645.630 6.472 22.065
12645.996 6.472 22.067
12646.362 6.472 22.069
12646.729 6.472 22.074
12647.095 6.473 22.079
12647.461 6.473 22.081
12647.827 6.474 22.080
12648.193 6.474 22.076
12648.560 6.474 22.072
12648.926 6.473 22.073
12649.292 6.473 22.080
12649.658 6.473 22.088
12650.024 6.473 22.093
12650.391 6.474 22.092
12650.757 6.474 22.086
12651.123 6.474 22.081
12651.489 6.473 22.080
12651.855 6.472 22.086
12652.222 6.472 22.093
12652.588 6.473 22.096
12652.954 6.473 22.092
12653.320 6.473 22.084
12653.687 6.472 22.079
12654.053 6.471 22.082
12654.419 6.470 22.093
12654.785 6.471 22.106
12655.151 6.472 22.113
12655.518 6.474 22.112
12655.884 6.475 22.102
12656.250 6.475 22.092
12656.616 6.474 22.086
12656.982 6.474 22.085
12657.349 6.474 22.089
12657.715 6.474 22.092
12658.081 6.474 22.092
12658.447 6.474 22.089
12658.813 6.474 22.086
12659.180 6.474 22.085
12659.546 6.473 22.086
12659.912 6.473 22.091
12660.278 6.473 22.099
12660.645 6.473 22.109
12661.011 6.473 22.117
12661.377 6.474 22.121
12661.743 6.475 22.119
12662.109 6.476 22.112
12662.476 6.476 22.104
12662.842 6.476 22.097
12663.208 6.475 22.093
12663.574 6.474 22.094
12663.940 6.473 22.097
12664.307 6.473 22.101
12664.673 6.473 22.105
12665.039 6.473 22.108
12665.405 6.474 22.110
12665.771 6.474 22.109
12666.138 6.474 22.106
12666.504 6.474 22.102
12666.870 6.474 22.101
12667.236 6.474 22.103
12667.603 6.474 22.107
12667.969 6.475 22.111
12668.335 6.475 22.111
12668.701 6.476 22.109
12669.067 6.476 22.108
12669.434 6.475 22.110
12669.800 6.475 22.115
12670.166 6.476 22.119
12670.532 6.476 22.120
12670.898 6.477 22.118
12671.265 6.477 22.115
12671.631 6.476 22.117
12671.997 6.475 22.124
12672.363 6.475 22.133
12672.729 6.476 22.138
12673.096 6.477 22.136
12673.462 6.477 22.128
12673.828 6.477 22.119
12674.194 6.476 22.116
12674.561 6.475 22.119
12674.927 6.474 22.126
12675.293 6.474 22.131
12675.659 6.475 22.131
12676.025 6.475 22.128
12676.392 6.475 22.127
12676.758 6.475 22.130
12677.124 6.475 22.133
12677.490 6.476 22.132
12677.856 6.477 22.124
12678.223 6.477 22.112
12678.589 6.477 22.101
12678.955 6.476 22.098
12679.321 6.475 22.105
12679.688 6.475 22.115
12680.054 6.476 22.123
12680.420 6.477 22.124
12680.786 6.478 22.119
12681.152 6.478 22.113
12681.519 6.477 22.111
12681.885 6.477 22.113
12682.251 6.476 22.120
12682.617 6.476 22.126
12682.983 6.477 22.131
12683.350 6.477 22.134
12683.716 6.477 22.135
12684.082 6.478 22.135
12684.448 6.478 22.134
12684.814 6.478 22.132
12685.181 6.477 22.130
12685.547 6.477 22.130
12685.913 6.477 22.133
12686.279 6.476 22.137
12686.646 6.476 22.141
12687.012 6.477 22.143
12687.378 6.477 22.142
12687.744 6.478 22.140
12688.110 6.478 22.138
12688.477 6.478 22.137
12688.843 6.478 22.139
12689.209 6.478 22.141
12689.575 6.478 22.142
12689.941 6.479 22.140
12690.308 6.479 22.137
12690.674 6.479 22.135
12691.040 6.479 22.134
12691.406 6.479 22.136
12691.772 6.478 22.139
12692.139 6.478 22.141
12692.505 6.478 22.144
12692.871 6.478 22.148
12693.237 6.478 22.153
12693.604 6.478 22.159
12693.970 6.479 22.162
12694.336 6.479 22.161
12694.702 6.480 22.158
12695.068 6.479 22.153
12695.435 6.479 22.151
12695.801 6.478 22.153
12696.167 6.478 22.156
12696.533 6.478 22.159
12696.899 6.478 22.161
12697.266 6.478 22.161
12697.632 6.478 22.161
12697.998 6.478 22.164
12698.364 6.479 22.168
12698.730 6.479 22.171
12699.097 6.480 22.169
12699.463 6.481 22.162
12699.829 6.481 22.152
12700.195 6.481 22.145
12700.562 6.480 22.141
12700.928 6.480 22.143
12701.294 6.479 22.149
12701.660 6.480 22.156
12702.026 6.480 22.161
12702.393 6.481 22.162
12702.759 6.482 22.159
12703.125 6.482 22.153
12703.491 6.482 22.146
12703.857 6.482 22.142
12704.224 6.481 22.141
12704.590 6.480 22.144
12704.956 6.480 22.149
12705.322 6.480 22.153
12705.688 6.480 22.154
12706.055 6.480 22.153
12706.421 6.480 22.151
12706.787 6.480 22.152
12707.153 6.479 22.156
12707.520 6.479 22.160
12707.886 6.480 22.162
12708.252 6.480 22.160
12708.618 6.480 22.157
12708.984 6.480 22.155
12709.351 6.480 22.158
12709.717 6.480 22.164
12710.083 6.480 22.169
12710.449 6.481 22.170
12710.815 6.482 22.165
12711.182 6.482 22.157
12711.548 6.482 22.151
12711.914 6.481 22.153
12712.280 6.480 22.161
12712.646 6.480 22.171
12713.013 6.481 22.179
12713.379 6.482 22.181
12713.745 6.483 22.179
12714.111 6.483 22.176
12714.478 6.483 22.174
12714.844 6.483 22.174
12715.210 6.483 22.174
12715.576 6.483 22.175
12715.942 6.483 22.175
12716.309 6.483 22.176
12716.675 6.482 22.178
12717.041 6.482 22.179
12717.407 6.482 22.180
12717.773 6.482 22.181
12718.140 6.482 22.184
12718.506 6.481 22.189
12718.872 6.482 22.194
12719.238 6.483 22.196
12719.604 6.483 22.193
12719.971 6.484 22.184
12720.337 6.483 22.175
12720.703 6.482 22.171
12721.069 6.481 22.175
12721.436 6.481 22.185
12721.802 6.481 22.194
12722.168 6.482 22.198
12722.534 6.483 22.195
12722.900 6.484 22.188
12723.267 6.483 22.183
12723.633 6.483 22.183
12723.999 6.483 22.187
12724.365 6.483 22.192
12724.731 6.483 22.193
12725.098 6.483 22.191
12725.464 6.483 22.189
12725.830 6.483 22.191
12726.196 6.483 22.197
12726.562 6.483 22.202
12726.929 6.484 22.204
12727.295 6.485 22.198
12727.661 6.485 22.188
12728.027 6.484 22.181
12728.394 6.483 22.180
12728.760 6.482 22.187
12729.126 6.482 22.198
12729.492 6.482 22.206
12729.858 6.483 22.208
12730.225 6.484 22.206
12730.591 6.484 22.201
12730.957 6.484 22.198
12731.323 6.484 22.198
12731.689 6.485 22.198
12732.056 6.485 22.195
12732.422 6.485 22.191
12732.788 6.485 22.186
12733.154 6.484 22.184
12733.521 6.483 22.187
12733.887 6.483 22.195
12734.253 6.483 22.206
12734.619 6.484 22.216
12734.985 6.485 22.220
12735.352 6.486 22.218
12735.718 6.487 22.212
12736.084 6.487 22.205
12736.450 6.486 22.201
12736.816 6.486 22.201
12737.183 6.485 22.206
12737.549 6.485 22.212
12737.915 6.486 22.218
12738.281 6.486 22.219
12738.647 6.487 22.217
12739.014 6.487 22.213
12739.380 6.487 22.211
12739.746 6.486 22.211
12740.112 6.486 22.213
12740.479 6.486 22.214
12740.845 6.487 22.211
12741.211 6.487 22.205
12741.577 6.486 22.198
12741.943 6.485 22.194
12742.310 6.484 22.196
12742.676 6.483 22.203
12743.042 6.483 22.211
12743.408 6.484 22.217
12743.774 6.484 22.218
12744.141 6.485 22.216
12744.507 6.485 22.213
