* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -10,0 dBFS, at 96000 Hz
* Dated: 25.2.2020 15:22:02
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: impedanca tweeter
* Measurement: nov zvocnik
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
28483.154 8.667 32.832
28483.521 8.667 32.830
28483.887 8.667 32.829
28484.252 8.667 32.828
28484.619 8.667 32.826
28484.986 8.667 32.823
28485.352 8.666 32.820
28485.717 8.666 32.821
28486.084 8.666 32.825
28486.451 8.666 32.830
28486.816 8.667 32.832
28487.182 8.668 32.831
28487.549 8.669 32.826
28487.916 8.669 32.821
28488.281 8.668 32.820
28488.646 8.668 32.823
28489.014 8.668 32.828
28489.381 8.669 32.832
28489.746 8.669 32.833
28490.111 8.670 32.831
28490.479 8.670 32.830
28490.846 8.669 32.831
28491.211 8.669 32.833
28491.576 8.669 32.835
28491.943 8.669 32.836
28492.311 8.669 32.837
28492.676 8.668 32.839
28493.041 8.668 32.842
28493.408 8.668 32.845
28493.775 8.669 32.845
28494.141 8.669 32.841
28494.506 8.669 32.835
28494.873 8.668 32.831
28495.240 8.667 32.831
28495.605 8.667 32.834
28495.971 8.668 32.835
28496.338 8.669 32.829
28496.705 8.669 32.818
28497.070 8.668 32.808
28497.436 8.667 32.805
28497.803 8.666 32.811
28498.170 8.666 32.821
28498.535 8.667 32.827
28498.900 8.669 32.823
28499.268 8.670 32.811
28499.635 8.669 32.799
28500.000 8.667 32.798
28500.365 8.665 32.810
28500.732 8.665 32.828
28501.100 8.667 32.844
28501.465 8.669 32.849
28501.830 8.671 32.843
28502.197 8.672 32.833
28502.564 8.671 32.827
28502.930 8.670 32.828
28503.295 8.670 32.834
28503.662 8.671 32.839
28504.029 8.672 32.838
28504.395 8.673 32.831
28504.760 8.673 32.821
28505.127 8.672 32.815
28505.494 8.670 32.815
28505.859 8.669 32.820
28506.225 8.669 32.827
28506.592 8.669 32.834
28506.959 8.669 32.838
28507.324 8.670 32.840
28507.689 8.670 32.842
28508.057 8.671 32.842
28508.424 8.672 32.842
28508.789 8.672 32.840
28509.154 8.673 32.835
28509.521 8.673 32.831
28509.889 8.672 32.827
28510.254 8.672 32.827
28510.619 8.672 32.829
28510.986 8.672 32.832
28511.354 8.672 32.834
28511.719 8.672 32.833
28512.084 8.672 32.830
28512.451 8.672 32.827
28512.818 8.671 32.826
28513.184 8.671 32.829
28513.549 8.670 32.833
28513.916 8.670 32.837
28514.283 8.670 32.839
28514.648 8.671 32.840
28515.014 8.671 32.841
28515.381 8.670 32.842
28515.748 8.670 32.844
28516.113 8.670 32.847
28516.479 8.671 32.850
28516.846 8.671 32.851
28517.213 8.672 32.852
28517.578 8.672 32.850
28517.943 8.673 32.848
28518.311 8.673 32.845
28518.678 8.673 32.841
28519.043 8.673 32.837
28519.408 8.673 32.833
28519.775 8.673 32.831
28520.143 8.672 32.830
28520.508 8.672 32.832
28520.873 8.672 32.834
28521.240 8.672 32.836
28521.607 8.672 32.837
28521.973 8.672 32.837
28522.338 8.672 32.837
28522.705 8.672 32.838
28523.072 8.672 32.841
28523.438 8.672 32.845
28523.803 8.672 32.848
28524.170 8.673 32.851
28524.537 8.674 32.851
28524.902 8.674 32.849
28525.268 8.674 32.846
28525.635 8.674 32.843
28526.002 8.674 32.840
28526.367 8.674 32.837
28526.732 8.674 32.833
28527.100 8.673 32.831
28527.467 8.672 32.833
28527.832 8.672 32.838
28528.197 8.672 32.845
28528.564 8.674 32.848
28528.932 8.675 32.845
28529.297 8.676 32.837
28529.662 8.676 32.826
28530.029 8.675 32.820
28530.396 8.673 32.820
28530.762 8.673 32.827
28531.127 8.673 32.835
28531.494 8.674 32.839
28531.861 8.675 32.837
28532.227 8.676 32.832
28532.592 8.675 32.828
28532.959 8.674 32.830
28533.326 8.674 32.836
28533.691 8.674 32.844
28534.057 8.675 32.849
28534.424 8.676 32.849
28534.791 8.676 32.846
28535.156 8.676 32.843
28535.521 8.675 32.842
28535.889 8.674 32.845
28536.256 8.674 32.849
28536.621 8.674 32.854
28536.986 8.675 32.857
28537.354 8.675 32.856
28537.721 8.676 32.852
28538.086 8.676 32.845
28538.451 8.675 32.839
28538.818 8.674 32.836
28539.186 8.672 32.837
28539.551 8.671 32.844
28539.916 8.671 32.852
28540.283 8.672 32.858
28540.650 8.673 32.859
28541.016 8.675 32.855
28541.381 8.675 32.849
28541.748 8.675 32.843
28542.115 8.675 32.838
28542.480 8.674 32.837
28542.846 8.673 32.838
28543.213 8.673 32.841
28543.580 8.673 32.846
28543.945 8.674 32.850
28544.311 8.674 32.851
28544.678 8.675 32.849
28545.045 8.674 32.846
28545.410 8.674 32.845
28545.775 8.673 32.849
28546.143 8.673 32.856
28546.510 8.674 32.862
28546.875 8.675 32.864
28547.240 8.675 32.860
28547.607 8.675 32.854
28547.975 8.675 32.850
28548.340 8.674 32.851
28548.705 8.674 32.856
28549.072 8.674 32.861
28549.439 8.675 32.863
28549.805 8.676 32.859
28550.170 8.677 32.852
28550.537 8.677 32.842
28550.904 8.676 32.834
28551.270 8.675 32.829
28551.635 8.673 32.831
28552.002 8.672 32.840
28552.369 8.672 32.854
28552.734 8.673 32.866
28553.100 8.676 32.871
28553.467 8.678 32.865
28553.834 8.679 32.849
28554.199 8.679 32.833
28554.564 8.677 32.824
28554.932 8.674 32.828
28555.299 8.673 32.841
28555.664 8.673 32.856
28556.029 8.675 32.864
28556.396 8.676 32.865
28556.764 8.677 32.861
28557.129 8.677 32.857
28557.494 8.677 32.855
28557.861 8.677 32.856
28558.229 8.677 32.856
28558.594 8.677 32.855
28558.959 8.677 32.853
28559.326 8.677 32.853
28559.693 8.676 32.856
28560.059 8.677 32.858
28560.424 8.677 32.859
28560.791 8.678 32.855
28561.158 8.678 32.850
28561.523 8.677 32.847
28561.889 8.676 32.848
28562.256 8.675 32.852
28562.623 8.675 32.858
28562.988 8.675 32.863
28563.354 8.676 32.866
28563.721 8.676 32.868
28564.088 8.677 32.869
28564.453 8.678 32.868
28564.818 8.679 32.863
28565.186 8.679 32.856
28565.553 8.678 32.849
28565.918 8.677 32.847
28566.283 8.676 32.851
28566.650 8.676 32.859
28567.018 8.676 32.867
28567.383 8.677 32.871
28567.748 8.678 32.870
28568.115 8.679 32.867
28568.482 8.679 32.864
28568.848 8.679 32.862
28569.213 8.678 32.863
28569.580 8.678 32.867
28569.947 8.678 32.873
28570.312 8.678 32.880
28570.678 8.679 32.887
28571.045 8.681 32.890
28571.412 8.682 32.886
28571.777 8.683 32.876
28572.143 8.683 32.863
28572.510 8.682 32.853
28572.877 8.680 32.851
28573.242 8.678 32.856
28573.607 8.678 32.863
28573.975 8.678 32.866
28574.342 8.679 32.862
28574.707 8.678 32.854
28575.072 8.677 32.847
28575.439 8.675 32.847
28575.807 8.673 32.857
28576.172 8.673 32.872
28576.537 8.674 32.882
28576.904 8.676 32.884
28577.271 8.678 32.876
28577.637 8.678 32.865
28578.002 8.678 32.858
28578.369 8.677 32.859
28578.736 8.678 32.863
28579.102 8.679 32.864
28579.467 8.681 32.857
28579.834 8.681 32.844
28580.201 8.680 32.831
28580.566 8.678 32.829
28580.932 8.677 32.838
28581.299 8.676 32.854
28581.666 8.678 32.867
28582.031 8.680 32.869
28582.396 8.682 32.860
28582.764 8.682 32.848
28583.131 8.681 32.842
28583.496 8.679 32.846
28583.861 8.678 32.857
28584.229 8.679 32.867
28584.596 8.680 32.871
28584.961 8.681 32.869
28585.326 8.681 32.863
28585.693 8.681 32.858
28586.061 8.680 32.857
28586.426 8.680 32.858
28586.791 8.680 32.859
28587.158 8.679 32.860
28587.525 8.679 32.860
28587.891 8.679 32.863
28588.256 8.679 32.866
28588.623 8.680 32.870
28588.990 8.681 32.869
28589.355 8.682 32.865
28589.721 8.682 32.857
28590.088 8.682 32.849
28590.455 8.681 32.845
28590.820 8.680 32.844
28591.186 8.680 32.846
28591.553 8.679 32.850
28591.920 8.679 32.853
28592.285 8.679 32.856
28592.650 8.680 32.859
28593.018 8.680 32.861
28593.385 8.680 32.863
28593.750 8.681 32.863
28594.115 8.681 32.863
28594.482 8.681 32.863
28594.850 8.681 32.864
28595.215 8.682 32.864
28595.580 8.682 32.862
28595.947 8.683 32.857
28596.314 8.683 32.850
28596.680 8.682 32.845
28597.045 8.681 32.844
28597.412 8.679 32.849
28597.779 8.679 32.856
28598.145 8.679 32.864
28598.510 8.680 32.869
28598.877 8.680 32.872
28599.244 8.681 32.872
28599.609 8.681 32.872
28599.975 8.682 32.871
28600.342 8.682 32.869
28600.709 8.682 32.867
28601.074 8.682 32.864
28601.439 8.681 32.864
28601.807 8.681 32.865
28602.174 8.681 32.867
28602.539 8.682 32.867
28602.904 8.682 32.864
28603.271 8.682 32.859
28603.639 8.682 32.855
28604.004 8.681 32.854
28604.369 8.681 32.858
28604.736 8.681 32.863
28605.104 8.681 32.867
28605.469 8.682 32.869
28605.834 8.683 32.868
28606.201 8.683 32.868
28606.568 8.683 32.869
28606.934 8.683 32.871
28607.299 8.683 32.875
28607.666 8.684 32.879
28608.033 8.684 32.883
28608.398 8.685 32.886
28608.764 8.686 32.889
28609.131 8.686 32.888
28609.498 8.687 32.883
28609.863 8.687 32.877
28610.229 8.686 32.872
28610.596 8.684 32.872
28610.963 8.683 32.877
28611.328 8.683 32.884
28611.693 8.683 32.890
28612.061 8.683 32.892
28612.428 8.683 32.891
28612.793 8.683 32.889
28613.158 8.682 32.888
28613.525 8.682 32.890
28613.893 8.682 32.892
28614.258 8.682 32.893
28614.623 8.683 32.890
28614.990 8.683 32.884
28615.357 8.683 32.876
28615.723 8.683 32.871
28616.088 8.682 32.870
28616.455 8.681 32.872
28616.822 8.681 32.875
28617.188 8.682 32.878
28617.553 8.682 32.879
28617.920 8.683 32.878
28618.287 8.683 32.877
28618.652 8.683 32.877
28619.018 8.684 32.878
28619.385 8.684 32.878
28619.752 8.684 32.878
28620.117 8.685 32.878
28620.482 8.685 32.877
28620.850 8.685 32.876
28621.217 8.685 32.876
28621.582 8.685 32.878
28621.947 8.685 32.880
28622.314 8.685 32.883
28622.682 8.685 32.883
28623.047 8.686 32.881
28623.412 8.686 32.876
28623.779 8.685 32.871
28624.146 8.684 32.868
28624.512 8.684 32.869
28624.877 8.683 32.873
28625.244 8.683 32.876
28625.611 8.683 32.876
28625.977 8.683 32.875
28626.342 8.683 32.874
28626.709 8.682 32.877
28627.076 8.682 32.883
28627.441 8.683 32.889
28627.807 8.684 32.893
28628.174 8.686 32.891
28628.541 8.686 32.886
28628.906 8.686 32.881
28629.271 8.686 32.878
28629.639 8.686 32.879
28630.006 8.686 32.881
28630.371 8.687 32.880
28630.736 8.687 32.878
28631.104 8.687 32.874
28631.471 8.687 32.871
28631.836 8.686 32.869
28632.201 8.685 32.869
28632.568 8.685 32.871
28632.936 8.684 32.875
28633.301 8.683 32.881
28633.666 8.683 32.889
28634.033 8.683 32.895
28634.400 8.684 32.899
28634.766 8.685 32.899
28635.131 8.686 32.895
28635.498 8.686 32.891
28635.865 8.686 32.887
28636.230 8.685 32.885
28636.596 8.685 32.885
28636.963 8.685 32.885
28637.330 8.685 32.886
28637.695 8.685 32.885
28638.061 8.685 32.883
28638.428 8.685 32.880
28638.795 8.685 32.877
28639.160 8.684 32.879
28639.525 8.683 32.886
28639.893 8.683 32.895
28640.260 8.684 32.903
28640.625 8.686 32.904
28640.990 8.687 32.899
28641.357 8.687 32.890
28641.725 8.686 32.886
28642.090 8.684 32.890
28642.455 8.683 32.901
28642.822 8.684 32.912
28643.189 8.686 32.919
28643.555 8.687 32.917
28643.920 8.689 32.909
28644.287 8.689 32.899
28644.654 8.688 32.892
28645.020 8.688 32.889
28645.385 8.688 32.886
28645.752 8.687 32.883
28646.119 8.687 32.880
28646.484 8.686 32.880
28646.850 8.686 32.882
28647.217 8.686 32.887
28647.584 8.686 32.892
28647.949 8.687 32.895
28648.314 8.688 32.894
28648.682 8.688 32.892
28649.049 8.688 32.892
28649.414 8.688 32.895
28649.779 8.688 32.901
28650.146 8.689 32.908
28650.514 8.690 32.912
28650.879 8.692 32.912
28651.244 8.693 32.905
28651.611 8.693 32.895
28651.979 8.692 32.885
28652.344 8.691 32.880
28652.709 8.689 32.884
28653.076 8.688 32.893
28653.443 8.688 32.903
28653.809 8.689 32.907
28654.174 8.690 32.905
28654.541 8.690 32.900
28654.908 8.690 32.896
28655.273 8.689 32.895
28655.639 8.689 32.896
28656.006 8.690 32.895
28656.373 8.690 32.888
28656.738 8.690 32.879
28657.104 8.688 32.874
28657.471 8.687 32.877
28657.838 8.686 32.887
28658.203 8.686 32.900
28658.568 8.688 32.908
28658.936 8.689 32.907
28659.303 8.690 32.902
28659.668 8.690 32.897
28660.033 8.690 32.896
28660.400 8.690 32.897
28660.768 8.691 32.897
28661.133 8.691 32.893
28661.498 8.691 32.885
28661.865 8.690 32.880
28662.232 8.688 32.883
28662.598 8.687 32.894
28662.963 8.687 32.907
28663.330 8.689 32.915
28663.697 8.691 32.913
28664.062 8.692 32.903
28664.428 8.692 32.890
28664.795 8.690 32.882
28665.162 8.689 32.881
28665.527 8.687 32.886
28665.893 8.687 32.893
28666.260 8.687 32.899
28666.627 8.688 32.903
28666.992 8.688 32.906
28667.357 8.689 32.907
28667.725 8.690 32.906
28668.092 8.690 32.904
28668.457 8.690 32.900
28668.822 8.690 32.897
28669.189 8.690 32.895
28669.557 8.690 32.896
28669.922 8.689 32.899
28670.287 8.690 32.902
28670.654 8.690 32.903
28671.021 8.690 32.902
28671.387 8.691 32.899
28671.752 8.690 32.896
28672.119 8.690 32.893
28672.486 8.689 32.893
28672.852 8.689 32.895
28673.217 8.689 32.898
28673.584 8.689 32.901
28673.951 8.690 32.902
28674.316 8.690 32.901
28674.682 8.690 32.897
28675.049 8.690 32.894
28675.416 8.689 32.895
28675.781 8.689 32.900
28676.146 8.689 32.906
28676.514 8.690 32.910
28676.881 8.691 32.909
28677.246 8.692 32.904
28677.611 8.692 32.898
28677.979 8.691 32.896
28678.346 8.690 32.898
28678.711 8.690 32.904
28679.076 8.691 32.909
28679.443 8.691 32.911
28679.811 8.692 32.910
28680.176 8.692 32.906
28680.541 8.692 32.903
28680.908 8.692 32.901
28681.275 8.691 32.901
28681.641 8.691 32.902
28682.006 8.690 32.905
28682.373 8.690 32.911
28682.740 8.690 32.916
28683.105 8.691 32.919
28683.471 8.692 32.917
28683.838 8.692 32.912
28684.205 8.692 32.907
28684.570 8.690 32.908
28684.936 8.689 32.915
28685.303 8.690 32.926
28685.670 8.691 32.935
28686.035 8.693 32.936
28686.400 8.695 32.928
28686.768 8.695 32.915
28687.135 8.695 32.904
28687.500 8.694 32.899
28687.865 8.693 32.900
28688.232 8.692 32.903
28688.600 8.693 32.903
28688.965 8.693 32.900
28689.330 8.693 32.895
28689.697 8.692 32.892
28690.064 8.692 32.894
28690.430 8.691 32.898
28690.795 8.692 32.902
28691.162 8.693 32.904
28691.529 8.694 32.900
28691.895 8.694 32.894
28692.260 8.693 32.889
28692.627 8.693 32.890
28692.994 8.692 32.896
28693.359 8.692 32.905
28693.725 8.693 32.912
28694.092 8.695 32.916
28694.459 8.696 32.914
28694.824 8.697 32.910
28695.189 8.697 32.906
28695.557 8.697 32.905
28695.924 8.697 32.904
28696.289 8.697 32.904
28696.654 8.697 32.902
28697.021 8.697 32.901
28697.389 8.696 32.900
28697.754 8.695 32.902
28698.119 8.695 32.905
28698.486 8.694 32.908
28698.854 8.694 32.909
28699.219 8.693 32.911
28699.584 8.692 32.914
28699.951 8.691 32.923
28700.318 8.691 32.934
28700.684 8.692 32.944
28701.049 8.694 32.946
28701.416 8.696 32.939
28701.783 8.696 32.926
28702.148 8.695 32.915
28702.514 8.693 32.911
28702.881 8.692 32.917
28703.248 8.692 32.928
28703.613 8.693 32.936
28703.979 8.695 32.936
28704.346 8.697 32.927
28704.713 8.697 32.913
28705.078 8.696 32.903
28705.443 8.695 32.900
28705.811 8.694 32.904
28706.178 8.694 32.911
28706.543 8.694 32.916
28706.908 8.695 32.917
28707.275 8.696 32.916
28707.643 8.696 32.914
28708.008 8.696 32.914
28708.373 8.696 32.914
28708.740 8.696 32.915
28709.107 8.696 32.914
28709.473 8.696 32.912
28709.838 8.696 32.909
28710.205 8.695 32.907
28710.572 8.694 32.908
28710.938 8.694 32.910
28711.303 8.693 32.914
28711.670 8.693 32.920
28712.037 8.693 32.925
28712.402 8.693 32.929
28712.768 8.693 32.931
28713.135 8.694 32.931
28713.502 8.694 32.930
28713.867 8.695 32.928
28714.232 8.695 32.926
28714.600 8.696 32.922
28714.967 8.696 32.917
28715.332 8.696 32.911
28715.697 8.696 32.906
28716.064 8.695 32.905
28716.432 8.695 32.908
28716.797 8.695 32.912
28717.162 8.695 32.914
28717.529 8.696 32.914
28717.896 8.696 32.912
28718.262 8.696 32.911
28718.627 8.696 32.914
28718.994 8.696 32.920
28719.361 8.697 32.926
28719.727 8.698 32.928
28720.092 8.699 32.924
28720.459 8.699 32.918
28720.826 8.698 32.914
28721.191 8.697 32.914
28721.557 8.697 32.918
28721.924 8.697 32.923
28722.291 8.697 32.927
28722.656 8.697 32.927
28723.021 8.698 32.925
28723.389 8.698 32.922
28723.756 8.697 32.919
28724.121 8.697 32.917
28724.486 8.696 32.916
28724.854 8.695 32.919
28725.221 8.695 32.924
28725.586 8.695 32.930
28725.951 8.695 32.934
28726.318 8.696 32.934
28726.686 8.697 32.931
28727.051 8.697 32.926
28727.416 8.697 32.922
28727.783 8.697 32.921
28728.150 8.697 32.923
28728.516 8.697 32.924
28728.881 8.697 32.923
28729.248 8.698 32.921
28729.615 8.698 32.919
28729.980 8.698 32.916
28730.346 8.698 32.913
28730.713 8.698 32.909
28731.080 8.697 32.906
28731.445 8.696 32.906
28731.811 8.694 32.912
28732.178 8.694 32.923
28732.545 8.695 32.935
28732.910 8.696 32.941
28733.275 8.698 32.939
28733.643 8.699 32.932
28734.010 8.698 32.925
28734.375 8.697 32.924
28734.740 8.697 32.929
28735.107 8.697 32.937
28735.475 8.698 32.939
28735.840 8.699 32.936
28736.205 8.699 32.929
28736.572 8.698 32.924
28736.939 8.697 32.928
28737.305 8.696 32.936
28737.670 8.697 32.943
28738.037 8.699 32.943
28738.404 8.699 32.935
28738.770 8.699 32.923
28739.135 8.697 32.916
28739.502 8.695 32.920
28739.869 8.694 32.931
28740.234 8.695 32.943
28740.600 8.697 32.949
28740.967 8.699 32.945
28741.334 8.700 32.935
28741.699 8.700 32.925
28742.064 8.699 32.919
28742.432 8.698 32.918
28742.799 8.698 32.920
28743.164 8.698 32.921
28743.529 8.698 32.920
28743.896 8.698 32.921
28744.264 8.698 32.923
28744.629 8.698 32.927
28744.994 8.699 32.933
28745.361 8.700 32.936
28745.729 8.701 32.936
28746.094 8.702 32.934
28746.459 8.702 32.929
28746.826 8.702 32.925
28747.193 8.701 32.924
28747.559 8.700 32.928
28747.924 8.700 32.935
28748.291 8.700 32.944
28748.658 8.701 32.951
28749.023 8.702 32.952
28749.389 8.703 32.947
28749.756 8.703 32.939
28750.123 8.702 32.934
28750.488 8.701 32.934
28750.854 8.701 32.939
28751.221 8.701 32.945
28751.588 8.702 32.947
28751.953 8.702 32.943
28752.318 8.702 32.936
28752.686 8.702 32.930
28753.053 8.701 32.929
28753.418 8.700 32.932
28753.783 8.700 32.935
28754.150 8.701 32.936
28754.518 8.701 32.934
28754.883 8.700 32.932
28755.248 8.700 32.934
28755.615 8.699 32.940
28755.982 8.700 32.948
28756.348 8.701 32.954
28756.713 8.703 32.953
28757.080 8.704 32.948
28757.447 8.704 32.940
28757.812 8.704 32.935
28758.178 8.703 32.933
28758.545 8.703 32.934
28758.912 8.703 32.935
28759.277 8.703 32.936
28759.643 8.703 32.934
28760.010 8.703 32.932
28760.377 8.702 32.932
28760.742 8.701 32.934
28761.107 8.701 32.939
28761.475 8.701 32.945
28761.842 8.702 32.949
28762.207 8.703 32.950
28762.572 8.704 32.947
28762.939 8.704 32.942
28763.307 8.704 32.939
28763.672 8.704 32.940
28764.037 8.704 32.944
28764.404 8.704 32.948
28764.771 8.705 32.947
28765.137 8.706 32.942
28765.502 8.706 32.934
28765.869 8.705 32.929
28766.236 8.703 32.932
28766.602 8.702 32.941
28766.967 8.703 32.952
28767.334 8.704 32.959
28767.701 8.705 32.958
28768.066 8.706 32.950
28768.432 8.706 32.941
28768.799 8.704 32.938
28769.166 8.703 32.942
28769.531 8.702 32.952
28769.896 8.703 32.959
28770.264 8.704 32.961
28770.631 8.705 32.956
28770.996 8.705 32.949
28771.361 8.704 32.942
28771.729 8.703 32.940
28772.096 8.702 32.941
28772.461 8.702 32.943
28772.826 8.701 32.946
28773.193 8.701 32.949
28773.561 8.701 32.952
28773.926 8.701 32.955
28774.291 8.701 32.958
28774.658 8.702 32.959
28775.025 8.703 32.958
28775.391 8.703 32.954
28775.756 8.703 32.949
28776.123 8.703 32.945
28776.490 8.702 32.944
28776.855 8.701 32.946
28777.221 8.700 32.953
28777.588 8.701 32.962
28777.955 8.702 32.969
28778.320 8.703 32.971
28778.686 8.704 32.967
28779.053 8.705 32.959
28779.420 8.704 32.953
28779.785 8.703 32.951
28780.150 8.702 32.955
28780.518 8.702 32.961
28780.885 8.703 32.965
28781.250 8.703 32.965
28781.615 8.704 32.962
28781.982 8.704 32.958
28782.350 8.703 32.956
28782.715 8.703 32.957
28783.080 8.703 32.959
28783.447 8.704 32.961
28783.814 8.705 32.959
28784.180 8.705 32.954
28784.545 8.705 32.947
28784.912 8.705 32.942
28785.279 8.704 32.940
28785.645 8.704 32.942
28786.010 8.704 32.947
28786.377 8.704 32.951
28786.744 8.705 32.953
28787.109 8.706 32.951
28787.475 8.707 32.946
28787.842 8.707 32.940
28788.209 8.706 32.937
28788.574 8.705 32.938
28788.939 8.705 32.943
28789.307 8.704 32.949
28789.674 8.705 32.955
28790.039 8.705 32.960
28790.404 8.706 32.963
28790.771 8.706 32.963
28791.139 8.707 32.960
28791.504 8.707 32.955
28791.869 8.706 32.950
28792.236 8.705 32.948
28792.604 8.704 32.951
28792.969 8.704 32.957
28793.334 8.704 32.963
28793.701 8.705 32.965
28794.068 8.706 32.961
28794.434 8.707 32.952
28794.799 8.706 32.944
28795.166 8.705 32.942
28795.533 8.704 32.945
28795.898 8.705 32.950
28796.264 8.706 32.952
28796.631 8.707 32.948
28796.998 8.707 32.940
28797.363 8.706 32.934
28797.729 8.704 32.935
28798.096 8.703 32.944
28798.463 8.703 32.957
28798.828 8.705 32.967
28799.193 8.706 32.970
28799.561 8.708 32.967
28799.928 8.708 32.962
28800.293 8.708 32.959
28800.658 8.708 32.959
28801.025 8.708 32.959
28801.393 8.708 32.959
28801.758 8.708 32.955
28802.123 8.708 32.951
28802.490 8.707 32.949
28802.857 8.706 32.950
28803.223 8.706 32.954
28803.588 8.706 32.958
28803.955 8.707 32.958
28804.322 8.707 32.954
28804.688 8.707 32.947
28805.053 8.707 32.942
28805.420 8.705 32.942
28805.787 8.704 32.946
28806.152 8.704 32.955
28806.518 8.704 32.965
28806.885 8.705 32.972
28807.252 8.707 32.976
28807.617 8.708 32.976
28807.982 8.709 32.973
28808.350 8.709 32.970
28808.717 8.709 32.968
28809.082 8.709 32.965
28809.447 8.709 32.961
28809.814 8.708 32.957
28810.182 8.707 32.956
28810.547 8.706 32.958
28810.912 8.705 32.965
28811.279 8.705 32.973
28811.646 8.706 32.978
28812.012 8.707 32.976
28812.377 8.708 32.966
28812.744 8.708 32.954
28813.111 8.706 32.945
28813.477 8.704 32.944
28813.842 8.703 32.950
28814.209 8.703 32.960
28814.576 8.704 32.967
28814.941 8.706 32.968
28815.307 8.707 32.963
28815.674 8.708 32.954
28816.041 8.708 32.947
28816.406 8.708 32.943
28816.771 8.707 32.944
28817.139 8.707 32.949
28817.506 8.708 32.957
28817.871 8.709 32.963
28818.236 8.710 32.966
28818.604 8.712 32.964
28818.971 8.712 32.959
28819.336 8.713 32.954
28819.701 8.712 32.952
28820.068 8.712 32.953
28820.436 8.712 32.956
28820.801 8.712 32.958
28821.166 8.712 32.955
28821.533 8.712 32.950
28821.900 8.710 32.948
28822.266 8.709 32.951
28822.631 8.708 32.960
28822.998 8.708 32.972
28823.365 8.709 32.979
28823.730 8.711 32.977
28824.096 8.712 32.967
28824.463 8.712 32.955
28824.830 8.711 32.946
28825.195 8.710 32.945
28825.561 8.709 32.950
28825.928 8.709 32.956
28826.295 8.709 32.959
28826.660 8.710 32.957
28827.025 8.710 32.954
28827.393 8.709 32.953
28827.760 8.709 32.956
28828.125 8.708 32.963
28828.490 8.709 32.971
28828.857 8.710 32.977
28829.225 8.711 32.978
28829.590 8.711 32.976
28829.955 8.711 32.973
28830.322 8.711 32.972
28830.689 8.711 32.973
28831.055 8.710 32.977
28831.420 8.711 32.980
28831.787 8.711 32.981
28832.154 8.712 32.978
28832.520 8.711 32.973
28832.885 8.711 32.971
28833.252 8.710 32.974
28833.619 8.709 32.981
28833.984 8.710 32.989
28834.350 8.711 32.993
28834.717 8.713 32.989
28835.084 8.714 32.978
28835.449 8.714 32.966
28835.814 8.713 32.957
28836.182 8.712 32.956
28836.549 8.711 32.961
28836.914 8.710 32.968
28837.279 8.711 32.975
28837.646 8.711 32.980
28838.014 8.712 32.982
28838.379 8.713 32.983
28838.744 8.714 32.981
28839.111 8.715 32.975
28839.479 8.715 32.966
28839.844 8.714 32.957
28840.209 8.713 32.952
28840.576 8.711 32.955
28840.943 8.710 32.964
28841.309 8.710 32.974
28841.674 8.711 32.979
28842.041 8.712 32.976
28842.408 8.713 32.965
28842.773 8.712 32.954
28843.139 8.711 32.949
28843.506 8.709 32.952
28843.873 8.708 32.963
28844.238 8.709 32.974
28844.604 8.710 32.980
28844.971 8.712 32.977
28845.338 8.714 32.967
28845.703 8.714 32.954
28846.068 8.713 32.946
28846.436 8.712 32.947
28846.803 8.711 32.954
28847.168 8.712 32.962
28847.533 8.713 32.966
28847.900 8.714 32.964
28848.268 8.715 32.957
28848.633 8.715 32.950
28848.998 8.714 32.948
28849.365 8.713 32.950
28849.732 8.713 32.954
28850.098 8.712 32.957
28850.463 8.712 32.960
28850.830 8.712 32.963
28851.197 8.712 32.969
28851.562 8.712 32.975
28851.928 8.712 32.980
28852.295 8.713 32.981
28852.662 8.714 32.978
28853.027 8.714 32.972
28853.393 8.713 32.969
28853.760 8.712 32.970
28854.127 8.712 32.974
28854.492 8.712 32.978
28854.857 8.712 32.979
28855.225 8.713 32.976
28855.592 8.712 32.972
28855.957 8.712 32.969
28856.322 8.711 32.970
28856.689 8.711 32.973
28857.057 8.711 32.977
28857.422 8.711 32.979
28857.787 8.712 32.978
28858.154 8.712 32.974
28858.521 8.712 32.971
28858.887 8.711 32.970
28859.252 8.711 32.972
28859.619 8.711 32.975
28859.986 8.712 32.976
28860.352 8.713 32.974
28860.717 8.713 32.968
28861.084 8.713 32.963
28861.451 8.712 32.961
28861.816 8.711 32.963
28862.182 8.711 32.969
28862.549 8.711 32.976
28862.916 8.712 32.981
28863.281 8.713 32.983
28863.646 8.714 32.984
28864.014 8.715 32.983
28864.381 8.715 32.981
28864.746 8.716 32.978
28865.111 8.716 32.975
28865.479 8.716 32.973
28865.846 8.715 32.974
28866.211 8.714 32.979
28866.576 8.714 32.987
28866.943 8.715 32.994
28867.311 8.717 32.998
28867.676 8.718 32.996
28868.041 8.719 32.988
28868.408 8.719 32.979
28868.775 8.718 32.971
28869.141 8.716 32.967
28869.506 8.715 32.969
