* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -10,0 dBFS  Using a loopback as a timing reference
* Dated: 25.2.2020 14:46:41
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Delay 1,698±0,005 ms (582 mm, 1,91 ft) Mikrofon na sredini, samo bass
* Measurement: nov zv
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 2.1972656 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
333.252 82.885 -161.502
333.618 82.884 -161.675
333.984 82.883 -161.845
334.351 82.882 -162.010
334.717 82.881 -162.169
335.083 82.881 -162.325
335.449 82.882 -162.481
335.815 82.883 -162.642
336.182 82.884 -162.810
336.548 82.885 -162.983
336.914 82.885 -163.156
337.280 82.884 -163.326
337.646 82.882 -163.492
338.013 82.881 -163.656
338.379 82.880 -163.819
338.745 82.879 -163.982
339.111 82.878 -164.147
339.478 82.877 -164.313
339.844 82.875 -164.479
340.210 82.873 -164.647
340.576 82.870 -164.816
340.942 82.867 -164.985
341.309 82.863 -165.151
341.675 82.858 -165.312
342.041 82.854 -165.470
342.407 82.849 -165.626
342.773 82.845 -165.782
343.140 82.839 -165.938
343.506 82.833 -166.090
343.872 82.827 -166.234
344.238 82.821 -166.373
344.604 82.816 -166.508
344.971 82.811 -166.645
345.337 82.806 -166.784
345.703 82.801 -166.921
346.069 82.795 -167.054
346.436 82.790 -167.180
346.802 82.785 -167.304
347.168 82.782 -167.431
347.534 82.777 -167.564
347.900 82.772 -167.697
348.267 82.767 -167.826
348.633 82.760 -167.946
348.999 82.755 -168.059
349.365 82.751 -168.170
349.731 82.748 -168.287
350.098 82.745 -168.413
350.464 82.741 -168.542
350.830 82.735 -168.670
351.196 82.729 -168.791
351.562 82.723 -168.905
351.929 82.717 -169.016
352.295 82.712 -169.125
