* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -8,0 dBFS, at 96000 Hz
* Dated: 4.10.2019 13:27:35
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: ; 
* Measurement: nov imp bass
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
19476.930 120.281 53.989
19477.293 120.282 53.989
19477.660 120.284 53.989
19478.027 120.285 53.989
19478.395 120.286 53.989
19478.758 120.288 53.989
19479.125 120.289 53.989
19479.492 120.290 53.989
19479.859 120.292 53.989
19480.223 120.293 53.989
19480.590 120.294 53.989
19480.957 120.296 53.989
19481.324 120.297 53.989
19481.688 120.298 53.989
19482.055 120.300 53.989
19482.422 120.301 53.989
19482.789 120.302 53.989
19483.152 120.304 53.989
19483.520 120.305 53.989
19483.887 120.306 53.989
19484.254 120.308 53.989
19484.617 120.309 53.989
19484.984 120.310 53.989
19485.352 120.312 53.989
19485.719 120.313 53.989
19486.082 120.314 53.989
19486.449 120.316 53.989
19486.816 120.317 53.989
19487.184 120.319 53.989
19487.547 120.320 53.989
19487.914 120.321 53.989
19488.281 120.323 53.989
19488.648 120.324 53.990
19489.012 120.325 53.990
19489.379 120.327 53.990
19489.746 120.328 53.990
19490.113 120.329 53.990
19490.477 120.331 53.990
19490.844 120.332 53.990
19491.211 120.333 53.990
19491.578 120.335 53.990
19491.941 120.336 53.990
19492.309 120.337 53.990
19492.676 120.339 53.990
19493.043 120.340 53.990
19493.406 120.341 53.990
19493.773 120.343 53.990
19494.141 120.344 53.990
19494.508 120.345 53.990
19494.871 120.347 53.990
19495.238 120.348 53.990
19495.605 120.349 53.990
19495.973 120.351 53.990
19496.336 120.352 53.990
19496.703 120.353 53.990
19497.070 120.355 53.990
19497.438 120.356 53.990
19497.801 120.357 53.990
19498.168 120.359 53.990
19498.535 120.360 53.990
19498.902 120.361 53.990
19499.266 120.363 53.990
19499.633 120.364 53.990
19500.000 120.365 53.990
19500.367 120.367 53.990
19500.730 120.368 53.991
19501.098 120.369 53.991
19501.465 120.371 53.991
19501.832 120.372 53.991
19502.195 120.374 53.991
19502.562 120.375 53.991
19502.930 120.376 53.991
19503.297 120.378 53.991
19503.660 120.379 53.991
19504.027 120.380 53.991
19504.395 120.382 53.991
19504.762 120.383 53.991
19505.125 120.384 53.991
19505.492 120.386 53.991
19505.859 120.387 53.991
19506.227 120.388 53.991
19506.590 120.390 53.991
19506.957 120.391 53.991
19507.324 120.392 53.991
19507.691 120.394 53.991
19508.055 120.395 53.991
19508.422 120.396 53.991
19508.789 120.398 53.991
19509.156 120.399 53.991
19509.520 120.400 53.991
19509.887 120.402 53.991
19510.254 120.403 53.991
19510.621 120.404 53.991
19510.984 120.406 53.991
19511.352 120.407 53.991
19511.719 120.408 53.991
19512.086 120.410 53.991
19512.449 120.411 53.992
19512.816 120.412 53.992
19513.184 120.414 53.992
19513.551 120.415 53.992
19513.914 120.416 53.992
19514.281 120.418 53.992
19514.648 120.419 53.992
19515.016 120.420 53.992
19515.379 120.422 53.992
19515.746 120.423 53.992
19516.113 120.424 53.992
19516.480 120.426 53.992
19516.844 120.427 53.992
19517.211 120.429 53.992
19517.578 120.430 53.992
19517.945 120.431 53.992
19518.309 120.433 53.992
19518.676 120.434 53.992
19519.043 120.435 53.992
19519.410 120.437 53.992
19519.773 120.438 53.992
19520.141 120.439 53.992
19520.508 120.441 53.992
19520.875 120.442 53.992
19521.238 120.443 53.992
19521.605 120.445 53.992
19521.973 120.446 53.992
19522.340 120.447 53.992
19522.703 120.449 53.992
19523.070 120.450 53.992
19523.438 120.451 53.992
19523.805 120.453 53.992
19524.168 120.454 53.992
19524.535 120.455 53.993
19524.902 120.457 53.993
19525.270 120.458 53.993
19525.633 120.459 53.993
19526.000 120.461 53.993
19526.367 120.462 53.993
19526.734 120.463 53.993
19527.098 120.465 53.993
19527.465 120.466 53.993
19527.832 120.467 53.993
19528.199 120.469 53.993
19528.562 120.470 53.993
19528.930 120.471 53.993
19529.297 120.473 53.993
19529.664 120.474 53.993
19530.027 120.475 53.993
19530.395 120.477 53.993
19530.762 120.478 53.993
19531.129 120.479 53.993
19531.492 120.481 53.993
19531.859 120.482 53.993
19532.227 120.483 53.993
19532.594 120.485 53.993
19532.957 120.486 53.993
19533.324 120.488 53.993
19533.691 120.489 53.993
19534.059 120.490 53.993
19534.422 120.492 53.993
19534.789 120.493 53.993
19535.156 120.494 53.993
19535.523 120.496 53.993
19535.887 120.497 53.993
19536.254 120.498 53.993
19536.621 120.500 53.994
19536.988 120.501 53.994
19537.352 120.502 53.994
19537.719 120.504 53.994
19538.086 120.505 53.994
19538.453 120.506 53.994
19538.816 120.508 53.994
19539.184 120.509 53.994
19539.551 120.510 53.994
19539.918 120.512 53.994
19540.281 120.513 53.994
19540.648 120.514 53.994
19541.016 120.516 53.994
19541.383 120.517 53.994
19541.746 120.518 53.994
19542.113 120.520 53.994
19542.480 120.521 53.994
19542.848 120.522 53.994
19543.211 120.524 53.994
19543.578 120.525 53.994
19543.945 120.526 53.994
19544.312 120.528 53.994
19544.676 120.529 53.994
19545.043 120.530 53.994
19545.410 120.532 53.994
19545.777 120.533 53.994
19546.141 120.534 53.994
19546.508 120.536 53.994
19546.875 120.537 53.994
19547.242 120.538 53.994
19547.605 120.540 53.994
19547.973 120.541 53.994
19548.340 120.542 53.995
19548.707 120.544 53.995
19549.070 120.545 53.995
19549.438 120.547 53.995
19549.805 120.548 53.995
19550.172 120.549 53.995
19550.535 120.551 53.995
19550.902 120.552 53.995
19551.270 120.553 53.995
19551.637 120.555 53.995
19552.000 120.556 53.995
19552.367 120.557 53.995
19552.734 120.559 53.995
19553.102 120.560 53.995
19553.465 120.561 53.995
19553.832 120.563 53.995
19554.199 120.564 53.995
19554.566 120.565 53.995
19554.930 120.567 53.995
19555.297 120.568 53.995
19555.664 120.569 53.995
19556.031 120.571 53.995
19556.395 120.572 53.995
19556.762 120.573 53.995
19557.129 120.575 53.995
19557.496 120.576 53.995
19557.859 120.577 53.995
19558.227 120.579 53.995
19558.594 120.580 53.995
19558.961 120.581 53.995
19559.324 120.583 53.995
19559.691 120.584 53.995
19560.059 120.585 53.995
19560.426 120.587 53.996
19560.789 120.588 53.996
19561.156 120.589 53.996
19561.523 120.591 53.996
19561.891 120.592 53.996
19562.254 120.593 53.996
19562.621 120.595 53.996
19562.988 120.596 53.996
19563.355 120.597 53.996
19563.719 120.599 53.996
19564.086 120.600 53.996
19564.453 120.601 53.996
19564.820 120.603 53.996
19565.184 120.604 53.996
19565.551 120.605 53.996
19565.918 120.607 53.996
19566.285 120.608 53.996
19566.648 120.609 53.996
19567.016 120.611 53.996
19567.383 120.612 53.996
19567.750 120.614 53.996
19568.113 120.615 53.996
19568.480 120.616 53.996
19568.848 120.618 53.996
19569.215 120.619 53.996
19569.578 120.620 53.996
19569.945 120.622 53.996
19570.312 120.623 53.996
19570.680 120.624 53.996
19571.043 120.626 53.996
19571.410 120.627 53.996
19571.777 120.628 53.996
19572.145 120.630 53.997
19572.508 120.631 53.997
19572.875 120.632 53.997
19573.242 120.634 53.997
19573.609 120.635 53.997
19573.973 120.636 53.997
19574.340 120.638 53.997
19574.707 120.639 53.997
19575.074 120.640 53.997
19575.438 120.642 53.997
19575.805 120.643 53.997
19576.172 120.644 53.997
19576.539 120.646 53.997
19576.902 120.647 53.997
19577.270 120.648 53.997
19577.637 120.650 53.997
19578.004 120.651 53.997
19578.367 120.652 53.997
19578.734 120.654 53.997
19579.102 120.655 53.997
19579.469 120.656 53.997
19579.832 120.658 53.997
19580.199 120.659 53.997
19580.566 120.660 53.997
19580.934 120.662 53.997
19581.297 120.663 53.997
19581.664 120.664 53.997
19582.031 120.666 53.997
19582.398 120.667 53.997
19582.762 120.668 53.997
19583.129 120.670 53.997
19583.496 120.671 53.997
19583.863 120.672 53.997
19584.227 120.674 53.998
19584.594 120.675 53.998
19584.961 120.677 53.998
19585.328 120.678 53.998
19585.691 120.679 53.998
19586.059 120.681 53.998
19586.426 120.682 53.998
19586.793 120.683 53.998
19587.156 120.685 53.998
19587.523 120.686 53.998
19587.891 120.687 53.998
19588.258 120.689 53.998
19588.621 120.690 53.998
19588.988 120.691 53.998
19589.355 120.693 53.998
19589.723 120.694 53.998
19590.086 120.695 53.998
19590.453 120.697 53.998
19590.820 120.698 53.998
19591.188 120.699 53.998
19591.551 120.701 53.998
19591.918 120.702 53.998
19592.285 120.703 53.998
19592.652 120.705 53.998
19593.016 120.706 53.998
19593.383 120.707 53.998
19593.750 120.709 53.998
19594.117 120.710 53.998
19594.480 120.711 53.998
19594.848 120.713 53.998
19595.215 120.714 53.998
19595.582 120.715 53.998
19595.945 120.717 53.999
19596.312 120.718 53.999
19596.680 120.719 53.999
19597.047 120.721 53.999
19597.410 120.722 53.999
19597.777 120.723 53.999
19598.145 120.725 53.999
19598.512 120.726 53.999
19598.875 120.727 53.999
19599.242 120.729 53.999
19599.609 120.730 53.999
19599.977 120.731 53.999
19600.340 120.733 53.999
19600.707 120.734 53.999
19601.074 120.735 53.999
19601.441 120.737 53.999
19601.805 120.738 53.999
19602.172 120.739 53.999
19602.539 120.741 53.999
19602.906 120.742 53.999
19603.270 120.743 53.999
19603.637 120.745 53.999
19604.004 120.746 53.999
19604.371 120.748 53.999
19604.734 120.749 53.999
19605.102 120.750 53.999
19605.469 120.752 53.999
19605.836 120.753 53.999
19606.199 120.754 53.999
19606.566 120.756 53.999
19606.934 120.757 53.999
19607.301 120.758 53.999
19607.664 120.760 53.999
19608.031 120.761 54.000
19608.398 120.762 54.000
19608.766 120.764 54.000
19609.129 120.765 54.000
19609.496 120.766 54.000
19609.863 120.768 54.000
19610.230 120.769 54.000
19610.594 120.770 54.000
19610.961 120.772 54.000
19611.328 120.773 54.000
19611.695 120.774 54.000
19612.059 120.776 54.000
19612.426 120.777 54.000
19612.793 120.778 54.000
19613.160 120.780 54.000
19613.523 120.781 54.000
19613.891 120.782 54.000
19614.258 120.784 54.000
19614.625 120.785 54.000
19614.988 120.786 54.000
19615.355 120.788 54.000
19615.723 120.789 54.000
19616.090 120.790 54.000
19616.453 120.792 54.000
19616.820 120.793 54.000
19617.188 120.794 54.000
19617.555 120.796 54.000
19617.918 120.797 54.000
19618.285 120.798 54.000
19618.652 120.800 54.000
19619.020 120.801 54.000
19619.383 120.802 54.000
19619.750 120.804 54.001
19620.117 120.805 54.001
19620.484 120.806 54.001
19620.848 120.808 54.001
19621.215 120.809 54.001
19621.582 120.810 54.001
19621.949 120.812 54.001
19622.312 120.813 54.001
19622.680 120.814 54.001
19623.047 120.816 54.001
19623.414 120.817 54.001
19623.777 120.818 54.001
19624.145 120.820 54.001
19624.512 120.821 54.001
19624.879 120.823 54.001
19625.242 120.824 54.001
19625.609 120.825 54.001
19625.977 120.827 54.001
19626.344 120.828 54.001
19626.707 120.829 54.001
19627.074 120.831 54.001
19627.441 120.832 54.001
19627.809 120.833 54.001
19628.172 120.835 54.001
19628.539 120.836 54.001
19628.906 120.837 54.001
19629.273 120.839 54.001
19629.637 120.840 54.001
19630.004 120.841 54.001
19630.371 120.843 54.001
19630.738 120.844 54.001
19631.102 120.845 54.001
19631.469 120.847 54.001
19631.836 120.848 54.002
19632.203 120.849 54.002
19632.566 120.851 54.002
19632.934 120.852 54.002
19633.301 120.853 54.002
19633.668 120.855 54.002
19634.031 120.856 54.002
19634.398 120.857 54.002
19634.766 120.859 54.002
19635.133 120.860 54.002
19635.496 120.861 54.002
19635.863 120.863 54.002
19636.230 120.864 54.002
19636.598 120.865 54.002
19636.961 120.867 54.002
19637.328 120.868 54.002
19637.695 120.869 54.002
19638.062 120.871 54.002
19638.426 120.872 54.002
19638.793 120.873 54.002
19639.160 120.875 54.002
19639.527 120.876 54.002
19639.891 120.877 54.002
19640.258 120.879 54.002
19640.625 120.880 54.002
19640.992 120.881 54.002
19641.355 120.883 54.002
19641.723 120.884 54.002
19642.090 120.885 54.002
19642.457 120.887 54.002
19642.820 120.888 54.002
19643.188 120.889 54.002
19643.555 120.891 54.003
19643.922 120.892 54.003
19644.285 120.893 54.003
19644.652 120.895 54.003
19645.020 120.896 54.003
19645.387 120.898 54.003
19645.750 120.899 54.003
19646.117 120.900 54.003
19646.484 120.902 54.003
19646.852 120.903 54.003
19647.215 120.904 54.003
19647.582 120.906 54.003
19647.949 120.907 54.003
19648.316 120.908 54.003
19648.680 120.910 54.003
19649.047 120.911 54.003
19649.414 120.912 54.003
19649.781 120.914 54.003
19650.145 120.915 54.003
19650.512 120.916 54.003
19650.879 120.918 54.003
19651.246 120.919 54.003
19651.609 120.920 54.003
19651.977 120.922 54.003
19652.344 120.923 54.003
19652.711 120.924 54.003
19653.074 120.926 54.003
19653.441 120.927 54.003
19653.809 120.928 54.003
19654.176 120.930 54.003
19654.539 120.931 54.003
19654.906 120.932 54.003
19655.273 120.934 54.004
19655.641 120.935 54.004
19656.004 120.936 54.004
19656.371 120.938 54.004
19656.738 120.939 54.004
19657.105 120.940 54.004
19657.469 120.942 54.004
19657.836 120.943 54.004
19658.203 120.944 54.004
19658.570 120.946 54.004
19658.934 120.947 54.004
19659.301 120.948 54.004
19659.668 120.950 54.004
19660.035 120.951 54.004
19660.398 120.952 54.004
19660.766 120.954 54.004
19661.133 120.955 54.004
19661.500 120.956 54.004
19661.863 120.958 54.004
19662.230 120.959 54.004
19662.598 120.960 54.004
19662.965 120.962 54.004
19663.328 120.963 54.004
19663.695 120.964 54.004
19664.062 120.966 54.004
19664.430 120.967 54.004
19664.793 120.968 54.004
19665.160 120.970 54.004
19665.527 120.971 54.004
19665.895 120.972 54.004
19666.258 120.974 54.004
19666.625 120.975 54.004
19666.992 120.976 54.005
19667.359 120.978 54.005
19667.723 120.979 54.005
19668.090 120.980 54.005
19668.457 120.982 54.005
19668.824 120.983 54.005
19669.188 120.984 54.005
19669.555 120.986 54.005
19669.922 120.987 54.005
19670.289 120.989 54.005
19670.652 120.990 54.005
19671.020 120.991 54.005
19671.387 120.993 54.005
19671.754 120.994 54.005
19672.117 120.995 54.005
19672.484 120.997 54.005
19672.852 120.998 54.005
19673.219 120.999 54.005
19673.582 121.001 54.005
19673.949 121.002 54.005
19674.316 121.003 54.005
19674.684 121.005 54.005
19675.047 121.006 54.005
19675.414 121.007 54.005
19675.781 121.009 54.005
19676.148 121.010 54.005
19676.512 121.011 54.005
19676.879 121.013 54.005
19677.246 121.014 54.005
19677.613 121.015 54.005
19677.977 121.017 54.005
19678.344 121.018 54.005
19678.711 121.019 54.006
19679.078 121.021 54.006
19679.441 121.022 54.006
19679.809 121.023 54.006
19680.176 121.025 54.006
19680.543 121.026 54.006
19680.906 121.027 54.006
19681.273 121.029 54.006
19681.641 121.030 54.006
19682.008 121.031 54.006
19682.371 121.033 54.006
19682.738 121.034 54.006
19683.105 121.035 54.006
19683.473 121.037 54.006
19683.836 121.038 54.006
19684.203 121.039 54.006
19684.570 121.041 54.006
19684.938 121.042 54.006
19685.301 121.043 54.006
19685.668 121.045 54.006
19686.035 121.046 54.006
19686.402 121.047 54.006
19686.766 121.049 54.006
19687.133 121.050 54.006
19687.500 121.051 54.006
19687.867 121.053 54.006
19688.230 121.054 54.006
19688.598 121.055 54.006
19688.965 121.057 54.006
19689.332 121.058 54.006
19689.695 121.059 54.006
19690.062 121.061 54.006
19690.430 121.062 54.007
19690.797 121.063 54.007
19691.160 121.065 54.007
19691.527 121.066 54.007
19691.895 121.067 54.007
19692.262 121.069 54.007
19692.625 121.070 54.007
19692.992 121.071 54.007
19693.359 121.073 54.007
19693.727 121.074 54.007
19694.090 121.075 54.007
19694.457 121.077 54.007
19694.824 121.078 54.007
19695.191 121.080 54.007
19695.555 121.081 54.007
19695.922 121.082 54.007
19696.289 121.084 54.007
19696.656 121.085 54.007
19697.020 121.086 54.007
19697.387 121.088 54.007
19697.754 121.089 54.007
19698.121 121.090 54.007
19698.484 121.092 54.007
19698.852 121.093 54.007
19699.219 121.094 54.007
19699.586 121.096 54.007
19699.949 121.097 54.007
19700.316 121.098 54.007
19700.684 121.100 54.007
19701.051 121.101 54.007
19701.414 121.102 54.007
19701.781 121.104 54.007
19702.148 121.105 54.007
19702.516 121.106 54.008
19702.879 121.108 54.008
19703.246 121.109 54.008
19703.613 121.110 54.008
19703.980 121.112 54.008
19704.344 121.113 54.008
19704.711 121.114 54.008
19705.078 121.116 54.008
19705.445 121.117 54.008
19705.809 121.118 54.008
19706.176 121.120 54.008
19706.543 121.121 54.008
19706.910 121.122 54.008
19707.273 121.124 54.008
19707.641 121.125 54.008
19708.008 121.126 54.008
19708.375 121.128 54.008
19708.738 121.129 54.008
19709.105 121.130 54.008
19709.473 121.132 54.008
19709.840 121.133 54.008
19710.203 121.134 54.008
19710.570 121.136 54.008
19710.938 121.137 54.008
19711.305 121.138 54.008
19711.668 121.140 54.008
19712.035 121.141 54.008
19712.402 121.142 54.008
19712.770 121.144 54.008
19713.133 121.145 54.008
19713.500 121.146 54.008
19713.867 121.148 54.008
19714.234 121.149 54.009
19714.598 121.150 54.009
19714.965 121.152 54.009
19715.332 121.153 54.009
19715.699 121.154 54.009
19716.062 121.156 54.009
19716.430 121.157 54.009
19716.797 121.158 54.009
19717.164 121.160 54.009
19717.527 121.161 54.009
19717.895 121.162 54.009
19718.262 121.164 54.009
19718.629 121.165 54.009
19718.992 121.166 54.009
19719.359 121.168 54.009
19719.727 121.169 54.009
19720.094 121.170 54.009
19720.457 121.172 54.009
19720.824 121.173 54.009
19721.191 121.174 54.009
19721.559 121.176 54.009
19721.922 121.177 54.009
19722.289 121.178 54.009
19722.656 121.180 54.009
19723.023 121.181 54.009
19723.387 121.183 54.009
19723.754 121.184 54.009
19724.121 121.185 54.009
19724.488 121.187 54.009
19724.852 121.188 54.009
19725.219 121.189 54.009
19725.586 121.191 54.009
19725.953 121.192 54.010
19726.316 121.193 54.010
19726.684 121.195 54.010
19727.051 121.196 54.010
19727.418 121.197 54.010
19727.781 121.199 54.010
19728.148 121.200 54.010
19728.516 121.201 54.010
19728.883 121.203 54.010
19729.246 121.204 54.010
19729.613 121.205 54.010
19729.980 121.207 54.010
19730.348 121.208 54.010
19730.711 121.209 54.010
19731.078 121.211 54.010
19731.445 121.212 54.010
19731.812 121.213 54.010
19732.176 121.215 54.010
19732.543 121.216 54.010
19732.910 121.217 54.010
19733.277 121.219 54.010
19733.641 121.220 54.010
19734.008 121.221 54.010
19734.375 121.223 54.010
19734.742 121.224 54.010
19735.105 121.225 54.010
19735.473 121.227 54.010
19735.840 121.228 54.010
19736.207 121.229 54.010
19736.570 121.231 54.010
19736.938 121.232 54.010
19737.305 121.233 54.011
19737.672 121.235 54.011
19738.035 121.236 54.011
19738.402 121.237 54.011
19738.770 121.239 54.011
19739.137 121.240 54.011
19739.500 121.241 54.011
19739.867 121.243 54.011
19740.234 121.244 54.011
19740.602 121.245 54.011
19740.965 121.247 54.011
19741.332 121.248 54.011
19741.699 121.249 54.011
19742.066 121.251 54.011
19742.430 121.252 54.011
19742.797 121.253 54.011
19743.164 121.255 54.011
19743.531 121.256 54.011
19743.895 121.257 54.011
19744.262 121.259 54.011
19744.629 121.260 54.011
19744.996 121.261 54.011
19745.359 121.263 54.011
19745.727 121.264 54.011
19746.094 121.265 54.011
19746.461 121.267 54.011
19746.824 121.268 54.011
19747.191 121.269 54.011
19747.559 121.271 54.011
19747.926 121.272 54.011
19748.289 121.273 54.011
19748.656 121.275 54.011
19749.023 121.276 54.012
19749.391 121.277 54.012
19749.754 121.279 54.012
19750.121 121.280 54.012
19750.488 121.281 54.012
19750.855 121.283 54.012
19751.219 121.284 54.012
19751.586 121.285 54.012
19751.953 121.287 54.012
19752.320 121.288 54.012
19752.684 121.289 54.012
19753.051 121.291 54.012
19753.418 121.292 54.012
19753.785 121.293 54.012
19754.148 121.295 54.012
19754.516 121.296 54.012
19754.883 121.298 54.012
19755.250 121.299 54.012
19755.613 121.300 54.012
19755.980 121.302 54.012
19756.348 121.303 54.012
19756.715 121.304 54.012
19757.078 121.306 54.012
19757.445 121.307 54.012
19757.812 121.308 54.012
19758.180 121.310 54.012
19758.543 121.311 54.012
19758.910 121.312 54.012
19759.277 121.314 54.012
19759.645 121.315 54.012
19760.008 121.316 54.012
19760.375 121.318 54.012
19760.742 121.319 54.013
19761.109 121.320 54.013
19761.473 121.322 54.013
19761.840 121.323 54.013
19762.207 121.324 54.013
19762.574 121.326 54.013
19762.938 121.327 54.013
19763.305 121.328 54.013
19763.672 121.330 54.013
19764.039 121.331 54.013
19764.402 121.332 54.013
19764.770 121.334 54.013
19765.137 121.335 54.013
19765.504 121.336 54.013
19765.867 121.338 54.013
19766.234 121.339 54.013
19766.602 121.340 54.013
19766.969 121.342 54.013
19767.332 121.343 54.013
19767.699 121.344 54.013
19768.066 121.346 54.013
19768.434 121.347 54.013
19768.797 121.348 54.013
19769.164 121.350 54.013
19769.531 121.351 54.013
19769.898 121.352 54.013
19770.262 121.354 54.013
19770.629 121.355 54.013
19770.996 121.356 54.013
19771.363 121.358 54.013
19771.727 121.359 54.013
19772.094 121.360 54.013
19772.461 121.362 54.014
19772.828 121.363 54.014
19773.191 121.364 54.014
19773.559 121.366 54.014
19773.926 121.367 54.014
19774.293 121.368 54.014
19774.656 121.370 54.014
19775.023 121.371 54.014
19775.391 121.372 54.014
19775.758 121.374 54.014
19776.121 121.375 54.014
19776.488 121.376 54.014
19776.855 121.378 54.014
19777.223 121.379 54.014
19777.586 121.380 54.014
19777.953 121.382 54.014
19778.320 121.383 54.014
19778.688 121.384 54.014
19779.051 121.386 54.014
19779.418 121.387 54.014
19779.785 121.388 54.014
19780.152 121.390 54.014
19780.516 121.391 54.014
19780.883 121.392 54.014
19781.250 121.394 54.014
19781.617 121.395 54.014
19781.980 121.396 54.014
19782.348 121.398 54.014
19782.715 121.399 54.014
19783.082 121.400 54.014
19783.445 121.402 54.014
19783.812 121.403 54.014
19784.180 121.404 54.015
19784.547 121.406 54.015
19784.910 121.407 54.015
19785.277 121.408 54.015
19785.645 121.410 54.015
19786.012 121.411 54.015
19786.375 121.412 54.015
19786.742 121.414 54.015
19787.109 121.415 54.015
19787.477 121.416 54.015
19787.840 121.418 54.015
19788.207 121.419 54.015
19788.574 121.420 54.015
19788.941 121.422 54.015
19789.305 121.423 54.015
19789.672 121.424 54.015
19790.039 121.426 54.015
19790.406 121.427 54.015
19790.770 121.428 54.015
19791.137 121.430 54.015
19791.504 121.431 54.015
19791.871 121.432 54.015
19792.234 121.434 54.015
19792.602 121.435 54.015
19792.969 121.437 54.015
19793.336 121.438 54.015
19793.699 121.439 54.015
19794.066 121.441 54.015
19794.434 121.442 54.015
19794.801 121.443 54.015
19795.164 121.445 54.015
19795.531 121.446 54.015
19795.898 121.447 54.016
19796.266 121.449 54.016
19796.629 121.450 54.016
19796.996 121.451 54.016
19797.363 121.453 54.016
19797.730 121.454 54.016
19798.094 121.455 54.016
19798.461 121.457 54.016
19798.828 121.458 54.016
19799.195 121.459 54.016
19799.559 121.461 54.016
19799.926 121.462 54.016
19800.293 121.463 54.016
19800.660 121.465 54.016
19801.023 121.466 54.016
19801.391 121.467 54.016
19801.758 121.469 54.016
19802.125 121.470 54.016
19802.488 121.471 54.016
19802.855 121.473 54.016
19803.223 121.474 54.016
19803.590 121.475 54.016
19803.953 121.477 54.016
19804.320 121.478 54.016
19804.688 121.479 54.016
19805.055 121.481 54.016
19805.418 121.482 54.016
19805.785 121.483 54.016
19806.152 121.485 54.016
19806.520 121.486 54.016
19806.883 121.487 54.016
19807.250 121.489 54.017
19807.617 121.490 54.017
19807.984 121.491 54.017
19808.348 121.493 54.017
19808.715 121.494 54.017
19809.082 121.495 54.017
19809.449 121.497 54.017
19809.812 121.498 54.017
19810.180 121.499 54.017
19810.547 121.501 54.017
19810.914 121.502 54.017
19811.277 121.503 54.017
19811.645 121.505 54.017
19812.012 121.506 54.017
19812.379 121.507 54.017
19812.742 121.509 54.017
19813.109 121.510 54.017
19813.477 121.511 54.017
19813.844 121.513 54.017
19814.207 121.514 54.017
19814.574 121.515 54.017
19814.941 121.517 54.017
19815.309 121.518 54.017
19815.672 121.519 54.017
19816.039 121.521 54.017
19816.406 121.522 54.017
19816.773 121.523 54.017
19817.137 121.525 54.017
19817.504 121.526 54.017
19817.871 121.527 54.017
19818.238 121.529 54.017
19818.602 121.530 54.017
19818.969 121.531 54.018
19819.336 121.533 54.018
19819.703 121.534 54.018
19820.066 121.535 54.018
19820.434 121.537 54.018
19820.801 121.538 54.018
19821.168 121.539 54.018
19821.531 121.541 54.018
19821.898 121.542 54.018
19822.266 121.543 54.018
19822.633 121.545 54.018
19822.996 121.546 54.018
19823.363 121.547 54.018
19823.730 121.549 54.018
19824.098 121.550 54.018
19824.461 121.551 54.018
19824.828 121.553 54.018
19825.195 121.554 54.018
19825.562 121.555 54.018
19825.926 121.557 54.018
19826.293 121.558 54.018
19826.660 121.559 54.018
19827.027 121.561 54.018
19827.391 121.562 54.018
19827.758 121.563 54.018
19828.125 121.565 54.018
19828.492 121.566 54.018
19828.855 121.567 54.018
19829.223 121.569 54.018
19829.590 121.570 54.018
19829.957 121.571 54.018
19830.320 121.573 54.018
19830.688 121.574 54.019
19831.055 121.575 54.019
19831.422 121.577 54.019
19831.785 121.578 54.019
19832.152 121.579 54.019
19832.520 121.581 54.019
19832.887 121.582 54.019
19833.250 121.583 54.019
19833.617 121.585 54.019
19833.984 121.586 54.019
19834.352 121.587 54.019
19834.715 121.589 54.019
19835.082 121.590 54.019
19835.449 121.591 54.019
19835.816 121.593 54.019
19836.180 121.594 54.019
19836.547 121.595 54.019
19836.914 121.597 54.019
19837.281 121.598 54.019
19837.645 121.599 54.019
19838.012 121.601 54.019
19838.379 121.602 54.019
19838.746 121.603 54.019
19839.109 121.605 54.019
19839.477 121.606 54.019
19839.844 121.607 54.019
19840.211 121.609 54.019
19840.574 121.610 54.019
19840.941 121.611 54.019
19841.309 121.613 54.019
19841.676 121.614 54.019
19842.039 121.615 54.020
19842.406 121.617 54.020
19842.773 121.618 54.020
19843.141 121.619 54.020
19843.504 121.621 54.020
19843.871 121.622 54.020
19844.238 121.623 54.020
19844.605 121.625 54.020
19844.969 121.626 54.020
19845.336 121.627 54.020
19845.703 121.629 54.020
19846.070 121.630 54.020
19846.434 121.631 54.020
19846.801 121.633 54.020
19847.168 121.634 54.020
19847.535 121.636 54.020
19847.898 121.637 54.020
19848.266 121.638 54.020
19848.633 121.640 54.020
19849.000 121.641 54.020
19849.363 121.642 54.020
19849.730 121.644 54.020
19850.098 121.645 54.020
19850.465 121.646 54.020
19850.828 121.648 54.020
19851.195 121.649 54.020
19851.562 121.650 54.020
19851.930 121.652 54.020
19852.293 121.653 54.020
19852.660 121.654 54.020
19853.027 121.656 54.020
19853.395 121.657 54.020
19853.758 121.658 54.021
19854.125 121.660 54.021
19854.492 121.661 54.021
19854.859 121.662 54.021
19855.223 121.664 54.021
19855.590 121.665 54.021
19855.957 121.666 54.021
19856.324 121.668 54.021
19856.688 121.669 54.021
19857.055 121.670 54.021
19857.422 121.672 54.021
19857.789 121.673 54.021
19858.152 121.674 54.021
19858.520 121.676 54.021
19858.887 121.677 54.021
19859.254 121.678 54.021
19859.617 121.680 54.021
19859.984 121.681 54.021
19860.352 121.682 54.021
19860.719 121.684 54.021
19861.082 121.685 54.021
19861.449 121.686 54.021
19861.816 121.688 54.021
19862.184 121.689 54.021
19862.547 121.690 54.021
19862.914 121.692 54.021
19863.281 121.693 54.021
19863.648 121.694 54.021
