* Measurement data measured by REW V5,19
* Source: ASIO ASIO E-MU 0404 | USB, Analog IN B
* Format: 1M Log Swept Sine, 1 sweep at -8,0 dBFS, at 96000 Hz
* Dated: 4.10.2019 13:27:35
* Sense Resistor: 119.8
* Lead resistance: 0.000
* Calibration factor: 1.0000
* Note: ; 
* Measurement: nov imp bass
* Smoothing: 1/12 octave
* Frequency Step: 0.36621094 Hz
* Start Frequency: 9.887695 Hz
*
* Freq(Hz) Z(Ohms) Phase(degrees)
5281.860 53.871 53.969
5282.227 53.874 53.969
5282.593 53.877 53.969
5282.959 53.879 53.969
5283.325 53.882 53.969
5283.691 53.884 53.969
5284.058 53.887 53.969
5284.424 53.889 53.970
5284.790 53.892 53.970
5285.156 53.894 53.970
5285.522 53.897 53.970
5285.889 53.899 53.970
5286.255 53.902 53.970
5286.621 53.904 53.970
5286.987 53.907 53.970
5287.354 53.909 53.970
5287.720 53.912 53.970
5288.086 53.914 53.970
5288.452 53.917 53.971
5288.818 53.919 53.971
5289.185 53.922 53.971
5289.551 53.924 53.971
5289.917 53.927 53.971
5290.283 53.929 53.971
5290.649 53.932 53.971
5291.016 53.934 53.971
5291.382 53.937 53.971
5291.748 53.939 53.971
5292.114 53.942 53.972
5292.480 53.944 53.972
5292.847 53.947 53.972
5293.213 53.949 53.972
5293.579 53.952 53.972
5293.945 53.954 53.972
5294.312 53.957 53.972
5294.678 53.959 53.972
5295.044 53.962 53.972
5295.410 53.964 53.972
5295.776 53.967 53.972
5296.143 53.969 53.973
5296.509 53.972 53.973
5296.875 53.974 53.973
5297.241 53.977 53.973
5297.607 53.979 53.973
5297.974 53.982 53.973
5298.340 53.984 53.973
5298.706 53.987 53.973
5299.072 53.989 53.973
5299.438 53.992 53.973
5299.805 53.994 53.973
5300.171 53.997 53.974
5300.537 53.999 53.974
5300.903 54.002 53.974
5301.270 54.004 53.974
5301.636 54.007 53.974
5302.002 54.009 53.974
5302.368 54.012 53.974
5302.734 54.014 53.974
5303.101 54.017 53.974
5303.467 54.019 53.974
5303.833 54.022 53.974
5304.199 54.024 53.975
5304.565 54.027 53.975
5304.932 54.029 53.975
5305.298 54.031 53.975
5305.664 54.034 53.975
5306.030 54.036 53.975
5306.396 54.039 53.975
5306.763 54.041 53.975
5307.129 54.044 53.975
5307.495 54.046 53.975
5307.861 54.049 53.975
5308.228 54.051 53.975
5308.594 54.054 53.976
5308.960 54.056 53.976
5309.326 54.059 53.976
5309.692 54.061 53.976
5310.059 54.064 53.976
5310.425 54.066 53.976
5310.791 54.069 53.976
5311.157 54.071 53.976
5311.523 54.074 53.976
5311.890 54.076 53.976
5312.256 54.079 53.976
5312.622 54.081 53.977
5312.988 54.084 53.977
5313.354 54.086 53.977
5313.721 54.089 53.977
5314.087 54.091 53.977
5314.453 54.094 53.977
5314.819 54.096 53.977
5315.186 54.099 53.977
5315.552 54.101 53.977
5315.918 54.104 53.977
5316.284 54.106 53.977
5316.650 54.109 53.977
5317.017 54.111 53.978
5317.383 54.114 53.978
5317.749 54.116 53.978
5318.115 54.119 53.978
5318.481 54.121 53.978
5318.848 54.124 53.978
5319.214 54.126 53.978
5319.580 54.129 53.978
5319.946 54.131 53.978
5320.312 54.134 53.978
5320.679 54.136 53.978
5321.045 54.139 53.978
5321.411 54.141 53.979
5321.777 54.143 53.979
5322.144 54.146 53.979
5322.510 54.148 53.979
5322.876 54.151 53.979
5323.242 54.153 53.979
5323.608 54.156 53.979
5323.975 54.158 53.979
5324.341 54.161 53.979
5324.707 54.163 53.979
5325.073 54.166 53.979
5325.439 54.168 53.979
5325.806 54.171 53.980
5326.172 54.173 53.980
5326.538 54.176 53.980
5326.904 54.178 53.980
5327.271 54.181 53.980
5327.637 54.183 53.980
5328.003 54.186 53.980
5328.369 54.188 53.980
5328.735 54.191 53.980
5329.102 54.193 53.980
5329.468 54.196 53.980
5329.834 54.198 53.980
5330.200 54.201 53.981
5330.566 54.203 53.981
5330.933 54.206 53.981
5331.299 54.208 53.981
5331.665 54.210 53.981
5332.031 54.213 53.981
5332.397 54.215 53.981
5332.764 54.218 53.981
5333.130 54.220 53.981
5333.496 54.223 53.981
5333.862 54.225 53.981
5334.229 54.228 53.981
5334.595 54.230 53.981
5334.961 54.233 53.982
5335.327 54.235 53.982
5335.693 54.238 53.982
5336.060 54.240 53.982
5336.426 54.243 53.982
5336.792 54.245 53.982
5337.158 54.248 53.982
5337.524 54.250 53.982
5337.891 54.253 53.982
5338.257 54.255 53.982
5338.623 54.258 53.982
5338.989 54.260 53.982
5339.355 54.262 53.982
5339.722 54.265 53.983
5340.088 54.267 53.983
5340.454 54.270 53.983
5340.820 54.272 53.983
5341.187 54.275 53.983
5341.553 54.277 53.983
5341.919 54.280 53.983
5342.285 54.282 53.983
5342.651 54.285 53.983
5343.018 54.287 53.983
5343.384 54.290 53.983
5343.750 54.292 53.983
5344.116 54.295 53.984
5344.482 54.297 53.984
5344.849 54.300 53.984
5345.215 54.302 53.984
5345.581 54.304 53.984
5345.947 54.307 53.984
5346.313 54.309 53.984
5346.680 54.312 53.984
5347.046 54.314 53.984
5347.412 54.317 53.984
5347.778 54.319 53.984
5348.145 54.322 53.984
5348.511 54.324 53.984
5348.877 54.327 53.985
5349.243 54.329 53.985
5349.609 54.332 53.985
5349.976 54.334 53.985
5350.342 54.337 53.985
5350.708 54.339 53.985
5351.074 54.342 53.985
5351.440 54.344 53.985
5351.807 54.346 53.985
5352.173 54.349 53.985
5352.539 54.351 53.985
5352.905 54.354 53.985
5353.271 54.356 53.985
5353.638 54.359 53.985
5354.004 54.361 53.986
5354.370 54.364 53.986
5354.736 54.366 53.986
5355.103 54.369 53.986
5355.469 54.371 53.986
5355.835 54.374 53.986
5356.201 54.376 53.986
5356.567 54.379 53.986
5356.934 54.381 53.986
5357.300 54.383 53.986
5357.666 54.386 53.986
5358.032 54.388 53.986
5358.398 54.391 53.986
5358.765 54.393 53.987
5359.131 54.396 53.987
5359.497 54.398 53.987
5359.863 54.401 53.987
5360.229 54.403 53.987
5360.596 54.406 53.987
5360.962 54.408 53.987
5361.328 54.411 53.987
5361.694 54.413 53.987
5362.061 54.415 53.987
5362.427 54.418 53.987
5362.793 54.420 53.987
5363.159 54.423 53.987
5363.525 54.425 53.987
5363.892 54.428 53.988
5364.258 54.430 53.988
5364.624 54.433 53.988
5364.990 54.435 53.988
5365.356 54.438 53.988
5365.723 54.440 53.988
5366.089 54.443 53.988
5366.455 54.445 53.988
5366.821 54.447 53.988
5367.188 54.450 53.988
5367.554 54.452 53.988
5367.920 54.455 53.988
5368.286 54.457 53.988
5368.652 54.460 53.989
5369.019 54.462 53.989
5369.385 54.465 53.989
5369.751 54.467 53.989
5370.117 54.470 53.989
5370.483 54.472 53.989
5370.850 54.474 53.989
5371.216 54.477 53.989
5371.582 54.479 53.989
5371.948 54.482 53.989
5372.314 54.484 53.989
5372.681 54.487 53.989
5373.047 54.489 53.989
5373.413 54.492 53.989
5373.779 54.494 53.990
5374.146 54.497 53.990
5374.512 54.499 53.990
5374.878 54.501 53.990
5375.244 54.504 53.990
5375.610 54.506 53.990
5375.977 54.509 53.990
5376.343 54.511 53.990
5376.709 54.514 53.990
5377.075 54.516 53.990
5377.441 54.519 53.990
5377.808 54.521 53.990
5378.174 54.524 53.990
5378.540 54.526 53.990
5378.906 54.528 53.991
5379.272 54.531 53.991
5379.639 54.533 53.991
5380.005 54.536 53.991
5380.371 54.538 53.991
5380.737 54.541 53.991
5381.104 54.543 53.991
5381.470 54.546 53.991
5381.836 54.548 53.991
5382.202 54.551 53.991
5382.568 54.553 53.991
5382.935 54.555 53.991
5383.301 54.558 53.991
5383.667 54.560 53.991
5384.033 54.563 53.992
5384.399 54.565 53.992
5384.766 54.568 53.992
5385.132 54.570 53.992
5385.498 54.573 53.992
5385.864 54.575 53.992
5386.230 54.577 53.992
5386.597 54.580 53.992
5386.963 54.582 53.992
5387.329 54.585 53.992
5387.695 54.587 53.992
5388.062 54.590 53.992
5388.428 54.592 53.992
5388.794 54.595 53.992
5389.160 54.597 53.993
5389.526 54.600 53.993
5389.893 54.602 53.993
5390.259 54.604 53.993
5390.625 54.607 53.993
5390.991 54.609 53.993
5391.357 54.612 53.993
5391.724 54.614 53.993
5392.090 54.617 53.993
5392.456 54.619 53.993
5392.822 54.622 53.993
5393.188 54.624 53.993
5393.555 54.626 53.993
5393.921 54.629 53.993
5394.287 54.631 53.994
5394.653 54.634 53.994
5395.020 54.636 53.994
5395.386 54.639 53.994
5395.752 54.641 53.994
5396.118 54.644 53.994
5396.484 54.646 53.994
5396.851 54.648 53.994
5397.217 54.651 53.994
5397.583 54.653 53.994
5397.949 54.656 53.994
5398.315 54.658 53.994
5398.682 54.661 53.994
5399.048 54.663 53.994
5399.414 54.666 53.995
5399.780 54.668 53.995
5400.146 54.670 53.995
5400.513 54.673 53.995
5400.879 54.675 53.995
5401.245 54.678 53.995
5401.611 54.680 53.995
5401.978 54.683 53.995
5402.344 54.685 53.995
5402.710 54.687 53.995
5403.076 54.690 53.995
5403.442 54.692 53.995
5403.809 54.695 53.995
5404.175 54.697 53.995
5404.541 54.700 53.996
5404.907 54.702 53.996
5405.273 54.705 53.996
5405.640 54.707 53.996
5406.006 54.709 53.996
5406.372 54.712 53.996
5406.738 54.714 53.996
5407.104 54.717 53.996
5407.471 54.719 53.996
5407.837 54.722 53.996
5408.203 54.724 53.996
5408.569 54.727 53.996
5408.936 54.729 53.996
5409.302 54.731 53.996
5409.668 54.734 53.996
5410.034 54.736 53.997
5410.400 54.739 53.997
5410.767 54.741 53.997
5411.133 54.744 53.997
5411.499 54.746 53.997
5411.865 54.748 53.997
5412.231 54.751 53.997
5412.598 54.753 53.997
5412.964 54.756 53.997
5413.330 54.758 53.997
5413.696 54.761 53.997
5414.062 54.763 53.997
5414.429 54.766 53.997
5414.795 54.768 53.997
5415.161 54.770 53.998
5415.527 54.773 53.998
5415.894 54.775 53.998
5416.260 54.778 53.998
5416.626 54.780 53.998
5416.992 54.783 53.998
5417.358 54.785 53.998
5417.725 54.787 53.998
5418.091 54.790 53.998
5418.457 54.792 53.998
5418.823 54.795 53.998
5419.189 54.797 53.998
5419.556 54.800 53.998
5419.922 54.802 53.998
5420.288 54.804 53.999
5420.654 54.807 53.999
5421.021 54.809 53.999
5421.387 54.812 53.999
5421.753 54.814 53.999
5422.119 54.817 53.999
5422.485 54.819 53.999
5422.852 54.821 53.999
5423.218 54.824 53.999
5423.584 54.826 53.999
5423.950 54.829 53.999
5424.316 54.831 53.999
5424.683 54.834 53.999
5425.049 54.836 53.999
5425.415 54.838 53.999
5425.781 54.841 54.000
5426.147 54.843 54.000
5426.514 54.846 54.000
5426.880 54.848 54.000
5427.246 54.851 54.000
5427.612 54.853 54.000
5427.979 54.855 54.000
5428.345 54.858 54.000
5428.711 54.860 54.000
5429.077 54.863 54.000
5429.443 54.865 54.000
5429.810 54.868 54.000
5430.176 54.870 54.000
5430.542 54.872 54.000
5430.908 54.875 54.001
5431.274 54.877 54.001
5431.641 54.880 54.001
5432.007 54.882 54.001
5432.373 54.885 54.001
5432.739 54.887 54.001
5433.105 54.889 54.001
5433.472 54.892 54.001
5433.838 54.894 54.001
5434.204 54.897 54.001
5434.570 54.899 54.001
5434.937 54.902 54.001
5435.303 54.904 54.001
5435.669 54.906 54.001
5436.035 54.909 54.002
5436.401 54.911 54.002
5436.768 54.914 54.002
5437.134 54.916 54.002
5437.500 54.919 54.002
5437.866 54.921 54.002
5438.232 54.923 54.002
5438.599 54.926 54.002
5438.965 54.928 54.002
5439.331 54.931 54.002
5439.697 54.933 54.002
5440.063 54.936 54.002
5440.430 54.938 54.002
5440.796 54.940 54.002
5441.162 54.943 54.003
5441.528 54.945 54.003
5441.895 54.948 54.003
5442.261 54.950 54.003
5442.627 54.953 54.003
5442.993 54.955 54.003
5443.359 54.957 54.003
5443.726 54.960 54.003
5444.092 54.962 54.003
5444.458 54.965 54.003
5444.824 54.967 54.003
5445.190 54.969 54.003
5445.557 54.972 54.003
5445.923 54.974 54.003
5446.289 54.977 54.004
5446.655 54.979 54.004
5447.021 54.982 54.004
5447.388 54.984 54.004
5447.754 54.986 54.004
5448.120 54.989 54.004
5448.486 54.991 54.004
5448.853 54.994 54.004
5449.219 54.996 54.004
5449.585 54.999 54.004
5449.951 55.001 54.004
5450.317 55.003 54.004
5450.684 55.006 54.004
5451.050 55.008 54.004
5451.416 55.011 54.005
5451.782 55.013 54.005
5452.148 55.015 54.005
5452.515 55.018 54.005
5452.881 55.020 54.005
5453.247 55.023 54.005
5453.613 55.025 54.005
5453.979 55.028 54.005
5454.346 55.030 54.005
5454.712 55.032 54.005
5455.078 55.035 54.005
5455.444 55.037 54.005
5455.811 55.040 54.005
5456.177 55.042 54.005
5456.543 55.045 54.006
5456.909 55.047 54.006
5457.275 55.049 54.006
5457.642 55.052 54.006
5458.008 55.054 54.006
5458.374 55.057 54.006
5458.740 55.059 54.006
5459.106 55.061 54.006
5459.473 55.064 54.006
5459.839 55.066 54.006
5460.205 55.069 54.006
5460.571 55.071 54.006
5460.938 55.074 54.006
5461.304 55.076 54.006
5461.670 55.078 54.007
5462.036 55.081 54.007
5462.402 55.083 54.007
5462.769 55.086 54.007
5463.135 55.088 54.007
5463.501 55.090 54.007
5463.867 55.093 54.007
5464.233 55.095 54.007
5464.600 55.098 54.007
5464.966 55.100 54.007
5465.332 55.102 54.007
5465.698 55.105 54.007
5466.064 55.107 54.007
5466.431 55.110 54.007
5466.797 55.112 54.008
5467.163 55.115 54.008
5467.529 55.117 54.008
5467.896 55.119 54.008
5468.262 55.122 54.008
5468.628 55.124 54.008
5468.994 55.127 54.008
5469.360 55.129 54.008
5469.727 55.131 54.008
5470.093 55.134 54.008
5470.459 55.136 54.008
5470.825 55.139 54.008
5471.191 55.141 54.008
5471.558 55.144 54.008
5471.924 55.146 54.009
5472.290 55.148 54.009
5472.656 55.151 54.009
5473.022 55.153 54.009
5473.389 55.156 54.009
5473.755 55.158 54.009
5474.121 55.160 54.009
5474.487 55.163 54.009
5474.854 55.165 54.009
5475.220 55.168 54.009
5475.586 55.170 54.009
5475.952 55.172 54.009
5476.318 55.175 54.009
5476.685 55.177 54.010
5477.051 55.180 54.010
5477.417 55.182 54.010
5477.783 55.185 54.010
5478.149 55.187 54.010
5478.516 55.189 54.010
5478.882 55.192 54.010
5479.248 55.194 54.010
5479.614 55.197 54.010
5479.980 55.199 54.010
5480.347 55.201 54.010
5480.713 55.204 54.010
5481.079 55.206 54.010
5481.445 55.209 54.010
5481.812 55.211 54.011
5482.178 55.213 54.011
5482.544 55.216 54.011
5482.910 55.218 54.011
5483.276 55.221 54.011
5483.643 55.223 54.011
5484.009 55.225 54.011
5484.375 55.228 54.011
5484.741 55.230 54.011
5485.107 55.233 54.011
5485.474 55.235 54.011
5485.840 55.238 54.011
5486.206 55.240 54.011
5486.572 55.242 54.012
5486.938 55.245 54.012
5487.305 55.247 54.012
5487.671 55.250 54.012
5488.037 55.252 54.012
5488.403 55.254 54.012
5488.770 55.257 54.012
5489.136 55.259 54.012
5489.502 55.262 54.012
5489.868 55.264 54.012
5490.234 55.266 54.012
5490.601 55.269 54.012
5490.967 55.271 54.012
5491.333 55.274 54.013
5491.699 55.276 54.013
5492.065 55.278 54.013
5492.432 55.281 54.013
5492.798 55.283 54.013
5493.164 55.286 54.013
5493.530 55.288 54.013
5493.896 55.290 54.013
5494.263 55.293 54.013
5494.629 55.295 54.013
5494.995 55.298 54.013
5495.361 55.300 54.013
5495.728 55.302 54.013
5496.094 55.305 54.014
5496.460 55.307 54.014
5496.826 55.310 54.014
5497.192 55.312 54.014
5497.559 55.315 54.014
5497.925 55.317 54.014
5498.291 55.319 54.014
5498.657 55.322 54.014
5499.023 55.324 54.014
5499.390 55.327 54.014
5499.756 55.329 54.014
5500.122 55.331 54.014
5500.488 55.334 54.014
5500.854 55.336 54.015
5501.221 55.339 54.015
5501.587 55.341 54.015
5501.953 55.343 54.015
5502.319 55.346 54.015
5502.686 55.348 54.015
5503.052 55.351 54.015
5503.418 55.353 54.015
5503.784 55.355 54.015
5504.150 55.358 54.015
5504.517 55.360 54.015
5504.883 55.363 54.015
5505.249 55.365 54.015
5505.615 55.367 54.016
5505.981 55.370 54.016
5506.348 55.372 54.016
5506.714 55.375 54.016
5507.080 55.377 54.016
5507.446 55.379 54.016
5507.812 55.382 54.016
5508.179 55.384 54.016
5508.545 55.387 54.016
5508.911 55.389 54.016
5509.277 55.391 54.016
5509.644 55.394 54.016
5510.010 55.396 54.016
5510.376 55.399 54.017
5510.742 55.401 54.017
5511.108 55.403 54.017
5511.475 55.406 54.017
5511.841 55.408 54.017
5512.207 55.411 54.017
5512.573 55.413 54.017
5512.939 55.415 54.017
5513.306 55.418 54.017
5513.672 55.420 54.017
5514.038 55.423 54.017
5514.404 55.425 54.017
5514.771 55.427 54.018
5515.137 55.430 54.018
5515.503 55.432 54.018
5515.869 55.435 54.018
5516.235 55.437 54.018
5516.602 55.439 54.018
5516.968 55.442 54.018
5517.334 55.444 54.018
5517.700 55.447 54.018
5518.066 55.449 54.018
5518.433 55.451 54.018
5518.799 55.454 54.018
5519.165 55.456 54.018
5519.531 55.459 54.019
5519.897 55.461 54.019
5520.264 55.463 54.019
5520.630 55.466 54.019
5520.996 55.468 54.019
5521.362 55.471 54.019
5521.729 55.473 54.019
5522.095 55.475 54.019
5522.461 55.478 54.019
5522.827 55.480 54.019
5523.193 55.483 54.019
5523.560 55.485 54.019
5523.926 55.487 54.020
5524.292 55.490 54.020
5524.658 55.492 54.020
5525.024 55.495 54.020
5525.391 55.497 54.020
5525.757 55.499 54.020
5526.123 55.502 54.020
5526.489 55.504 54.020
5526.855 55.507 54.020
5527.222 55.509 54.020
5527.588 55.511 54.020
5527.954 55.514 54.020
5528.320 55.516 54.021
5528.687 55.519 54.021
5529.053 55.521 54.021
5529.419 55.523 54.021
5529.785 55.526 54.021
5530.151 55.528 54.021
5530.518 55.531 54.021
5530.884 55.533 54.021
5531.250 55.535 54.021
5531.616 55.538 54.021
5531.982 55.540 54.021
5532.349 55.543 54.021
5532.715 55.545 54.021
5533.081 55.547 54.022
5533.447 55.550 54.022
5533.813 55.552 54.022
5534.180 55.554 54.022
5534.546 55.557 54.022
5534.912 55.559 54.022
5535.278 55.562 54.022
5535.645 55.564 54.022
5536.011 55.566 54.022
5536.377 55.569 54.022
5536.743 55.571 54.022
5537.109 55.574 54.022
5537.476 55.576 54.023
5537.842 55.578 54.023
5538.208 55.581 54.023
5538.574 55.583 54.023
5538.940 55.586 54.023
5539.307 55.588 54.023
5539.673 55.590 54.023
5540.039 55.593 54.023
5540.405 55.595 54.023
5540.771 55.598 54.023
5541.138 55.600 54.023
5541.504 55.602 54.024
5541.870 55.605 54.024
5542.236 55.607 54.024
5542.603 55.610 54.024
5542.969 55.612 54.024
5543.335 55.614 54.024
5543.701 55.617 54.024
5544.067 55.619 54.024
5544.434 55.622 54.024
5544.800 55.624 54.024
5545.166 55.626 54.024
5545.532 55.629 54.024
5545.898 55.631 54.025
5546.265 55.634 54.025
5546.631 55.636 54.025
5546.997 55.638 54.025
5547.363 55.641 54.025
5547.729 55.643 54.025
5548.096 55.645 54.025
5548.462 55.648 54.025
5548.828 55.650 54.025
5549.194 55.653 54.025
5549.561 55.655 54.025
5549.927 55.657 54.025
5550.293 55.660 54.026
5550.659 55.662 54.026
5551.025 55.665 54.026
5551.392 55.667 54.026
5551.758 55.669 54.026
5552.124 55.672 54.026
5552.490 55.674 54.026
5552.856 55.677 54.026
5553.223 55.679 54.026
5553.589 55.681 54.026
5553.955 55.684 54.026
5554.321 55.686 54.027
5554.688 55.689 54.027
5555.054 55.691 54.027
5555.420 55.693 54.027
5555.786 55.696 54.027
5556.152 55.698 54.027
5556.519 55.701 54.027
5556.885 55.703 54.027
5557.251 55.705 54.027
5557.617 55.708 54.027
5557.983 55.710 54.027
5558.350 55.712 54.027
5558.716 55.715 54.028
5559.082 55.717 54.028
5559.448 55.720 54.028
5559.814 55.722 54.028
5560.181 55.724 54.028
5560.547 55.727 54.028
5560.913 55.729 54.028
5561.279 55.732 54.028
5561.646 55.734 54.028
5562.012 55.736 54.028
5562.378 55.739 54.028
5562.744 55.741 54.029
5563.110 55.744 54.029
5563.477 55.746 54.029
5563.843 55.748 54.029
5564.209 55.751 54.029
5564.575 55.753 54.029
5564.941 55.756 54.029
5565.308 55.758 54.029
5565.674 55.760 54.029
5566.040 55.763 54.029
5566.406 55.765 54.029
5566.772 55.767 54.029
5567.139 55.770 54.030
5567.505 55.772 54.030
5567.871 55.775 54.030
5568.237 55.777 54.030
5568.604 55.779 54.030
5568.970 55.782 54.030
5569.336 55.784 54.030
5569.702 55.787 54.030
5570.068 55.789 54.030
5570.435 55.791 54.030
5570.801 55.794 54.030
5571.167 55.796 54.031
5571.533 55.799 54.031
5571.899 55.801 54.031
5572.266 55.803 54.031
5572.632 55.806 54.031
5572.998 55.808 54.031
5573.364 55.810 54.031
5573.730 55.813 54.031
5574.097 55.815 54.031
5574.463 55.818 54.031
5574.829 55.820 54.031
5575.195 55.822 54.032
5575.562 55.825 54.032
5575.928 55.827 54.032
5576.294 55.830 54.032
5576.660 55.832 54.032
5577.026 55.834 54.032
5577.393 55.837 54.032
5577.759 55.839 54.032
5578.125 55.842 54.032
5578.491 55.844 54.032
5578.857 55.846 54.032
5579.224 55.849 54.033
5579.590 55.851 54.033
5579.956 55.853 54.033
5580.322 55.856 54.033
5580.688 55.858 54.033
5581.055 55.861 54.033
5581.421 55.863 54.033
5581.787 55.865 54.033
5582.153 55.868 54.033
5582.520 55.870 54.033
5582.886 55.873 54.033
5583.252 55.875 54.034
5583.618 55.877 54.034
5583.984 55.880 54.034
5584.351 55.882 54.034
5584.717 55.885 54.034
5585.083 55.887 54.034
5585.449 55.889 54.034
5585.815 55.892 54.034
5586.182 55.894 54.034
5586.548 55.896 54.034
5586.914 55.899 54.034
5587.280 55.901 54.035
5587.646 55.904 54.035
5588.013 55.906 54.035
5588.379 55.908 54.035
5588.745 55.911 54.035
5589.111 55.913 54.035
5589.478 55.916 54.035
5589.844 55.918 54.035
5590.210 55.920 54.035
5590.576 55.923 54.035
5590.942 55.925 54.036
5591.309 55.928 54.036
5591.675 55.930 54.036
5592.041 55.932 54.036
5592.407 55.935 54.036
5592.773 55.937 54.036
5593.140 55.939 54.036
5593.506 55.942 54.036
5593.872 55.944 54.036
5594.238 55.947 54.036
5594.604 55.949 54.036
5594.971 55.951 54.037
5595.337 55.954 54.037
5595.703 55.956 54.037
5596.069 55.959 54.037
5596.436 55.961 54.037
5596.802 55.963 54.037
5597.168 55.966 54.037
5597.534 55.968 54.037
5597.900 55.971 54.037
5598.267 55.973 54.037
5598.633 55.975 54.037
5598.999 55.978 54.038
5599.365 55.980 54.038
5599.731 55.982 54.038
5600.098 55.985 54.038
5600.464 55.987 54.038
5600.830 55.990 54.038
5601.196 55.992 54.038
5601.562 55.994 54.038
5601.929 55.997 54.038
5602.295 55.999 54.038
5602.661 56.002 54.039
5603.027 56.004 54.039
5603.394 56.006 54.039
5603.760 56.009 54.039
5604.126 56.011 54.039
5604.492 56.013 54.039
5604.858 56.016 54.039
5605.225 56.018 54.039
5605.591 56.021 54.039
5605.957 56.023 54.039
5606.323 56.025 54.039
5606.689 56.028 54.040
5607.056 56.030 54.040
5607.422 56.033 54.040
5607.788 56.035 54.040
5608.154 56.037 54.040
5608.521 56.040 54.040
5608.887 56.042 54.040
5609.253 56.044 54.040
5609.619 56.047 54.040
5609.985 56.049 54.040
5610.352 56.052 54.041
5610.718 56.054 54.041
5611.084 56.056 54.041
5611.450 56.059 54.041
5611.816 56.061 54.041
5612.183 56.064 54.041
5612.549 56.066 54.041
5612.915 56.068 54.041
5613.281 56.071 54.041
5613.647 56.073 54.041
5614.014 56.076 54.042
5614.380 56.078 54.042
5614.746 56.080 54.042
5615.112 56.083 54.042
5615.479 56.085 54.042
5615.845 56.087 54.042
5616.211 56.090 54.042
5616.577 56.092 54.042
5616.943 56.095 54.042
5617.310 56.097 54.042
5617.676 56.099 54.042
5618.042 56.102 54.043
5618.408 56.104 54.043
5618.774 56.107 54.043
5619.141 56.109 54.043
5619.507 56.111 54.043
5619.873 56.114 54.043
5620.239 56.116 54.043
5620.605 56.118 54.043
5620.972 56.121 54.043
5621.338 56.123 54.043
5621.704 56.126 54.044
5622.070 56.128 54.044
5622.437 56.130 54.044
5622.803 56.133 54.044
5623.169 56.135 54.044
5623.535 56.138 54.044
5623.901 56.140 54.044
5624.268 56.142 54.044
5624.634 56.145 54.044
5625.000 56.147 54.044
5625.366 56.149 54.045
5625.732 56.152 54.045
5626.099 56.154 54.045
5626.465 56.157 54.045
5626.831 56.159 54.045
5627.197 56.161 54.045
5627.563 56.164 54.045
5627.930 56.166 54.045
5628.296 56.169 54.045
5628.662 56.171 54.045
5629.028 56.173 54.046
5629.395 56.176 54.046
5629.761 56.178 54.046
5630.127 56.180 54.046
5630.493 56.183 54.046
5630.859 56.185 54.046
5631.226 56.188 54.046
5631.592 56.190 54.046
5631.958 56.192 54.046
5632.324 56.195 54.046
5632.690 56.197 54.047
5633.057 56.200 54.047
5633.423 56.202 54.047
5633.789 56.204 54.047
5634.155 56.207 54.047
5634.521 56.209 54.047
5634.888 56.211 54.047
5635.254 56.214 54.047
5635.620 56.216 54.047
5635.986 56.219 54.047
5636.353 56.221 54.048
5636.719 56.223 54.048
5637.085 56.226 54.048
5637.451 56.228 54.048
5637.817 56.231 54.048
5638.184 56.233 54.048
5638.550 56.235 54.048
5638.916 56.238 54.048
5639.282 56.240 54.048
5639.648 56.242 54.048
5640.015 56.245 54.049
5640.381 56.247 54.049
5640.747 56.250 54.049
5641.113 56.252 54.049
5641.479 56.254 54.049
5641.846 56.257 54.049
5642.212 56.259 54.049
5642.578 56.262 54.049
5642.944 56.264 54.049
5643.311 56.266 54.049
5643.677 56.269 54.050
5644.043 56.271 54.050
5644.409 56.274 54.050
5644.775 56.276 54.050
5645.142 56.278 54.050
5645.508 56.281 54.050
5645.874 56.283 54.050
5646.240 56.285 54.050
5646.606 56.288 54.050
5646.973 56.290 54.050
5647.339 56.293 54.051
5647.705 56.295 54.051
5648.071 56.297 54.051
5648.438 56.300 54.051
5648.804 56.302 54.051
5649.170 56.305 54.051
5649.536 56.307 54.051
5649.902 56.309 54.051
5650.269 56.312 54.051
5650.635 56.314 54.052
5651.001 56.316 54.052
5651.367 56.319 54.052
5651.733 56.321 54.052
5652.100 56.324 54.052
5652.466 56.326 54.052
5652.832 56.328 54.052
5653.198 56.331 54.052
5653.564 56.333 54.052
5653.931 56.336 54.052
5654.297 56.338 54.053
5654.663 56.340 54.053
5655.029 56.343 54.053
5655.396 56.345 54.053
5655.762 56.347 54.053
5656.128 56.350 54.053
5656.494 56.352 54.053
5656.860 56.355 54.053
5657.227 56.357 54.053
5657.593 56.359 54.053
5657.959 56.362 54.054
5658.325 56.364 54.054
5658.691 56.367 54.054
5659.058 56.369 54.054
5659.424 56.371 54.054
5659.790 56.374 54.054
5660.156 56.376 54.054
5660.522 56.378 54.054
5660.889 56.381 54.054
5661.255 56.383 54.055
5661.621 56.386 54.055
5661.987 56.388 54.055
5662.354 56.390 54.055
5662.720 56.393 54.055
5663.086 56.395 54.055
5663.452 56.398 54.055
5663.818 56.400 54.055
5664.185 56.402 54.055
5664.551 56.405 54.055
5664.917 56.407 54.056
5665.283 56.409 54.056
5665.649 56.412 54.056
5666.016 56.414 54.056
5666.382 56.417 54.056
5666.748 56.419 54.056
5667.114 56.421 54.056
5667.480 56.424 54.056
5667.847 56.426 54.056
5668.213 56.429 54.056
5668.579 56.431 54.057
